# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	173	454	-	GCF_964273375_00001		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DBFC66, UniRef:UniRef90_UPI0037DBFC66
contig_1	cds	728	1006	+	GCF_964273375_00002		transposase	RefSeq:WP_400254803.1, SO:0001217, UniParc:UPI0037DD106D, UniRef:UniRef100_UPI0037DD106D, UniRef:UniRef50_UPI0030D0932A, UniRef:UniRef90_UPI0024910E85
contig_1	cds	1126	1419	+	GCF_964273375_00003		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI0030CE24F1, UniRef:UniRef90_UPI0037DD9A01
contig_1	cds	1472	1852	+	GCF_964273375_00004		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313D4C34, UniRef:UniRef90_UPI00324C9B65
contig_1	cds	1865	2278	+	GCF_964273375_00005	traM	TraM recognition domain-containing protein	RefSeq:WP_400254440.1, SO:0001217, UniParc:UPI0037DC36E1, UniRef:UniRef100_UPI0037DC36E1, UniRef:UniRef50_UPI0037DC36E1, UniRef:UniRef90_UPI0037DC36E1
contig_1	cds	2645	3268	+	GCF_964273375_00006		BlaI/MecI/CopY family transcriptional regulator	RefSeq:WP_400254441.1, SO:0001217, UniParc:UPI0037DD90DB, UniRef:UniRef100_UPI0037DD90DB, UniRef:UniRef50_UPI0024922E6F, UniRef:UniRef90_UPI0037DD90DB
contig_1	cds	3388	4710	+	GCF_964273375_00007		bZIP transcription factor	RefSeq:WP_400254442.1, SO:0001217, UniParc:UPI0037DC65A2, UniRef:UniRef100_UPI0037DC65A2, UniRef:UniRef50_UPI00207AF49D, UniRef:UniRef90_UPI0037DC65A2
contig_1	cds	4860	5162	+	GCF_964273375_00008		hypothetical protein	RefSeq:WP_400254443.1, SO:0001217, UniParc:UPI0037DC1965, UniRef:UniRef100_UPI0037DC1965, UniRef:UniRef50_UPI00313CE2BA, UniRef:UniRef90_UPI00313CE2BA
contig_1	cds	5414	6088	-	GCF_964273375_00009		IS256 family transposase	GO:0004803, RefSeq:WP_400254444.1, SO:0001217, UniParc:UPI0037DDDC0A, UniRef:UniRef100_UPI0037DDDC0A, UniRef:UniRef50_A0A4R5NZH0, UniRef:UniRef90_UPI0021021EB5
contig_1	cds	6135	6518	+	GCF_964273375_00010		lipoate--protein ligase	RefSeq:WP_400254445.1, SO:0001217, UniParc:UPI0037DD623F, UniRef:UniRef100_UPI0030D06BC9, UniRef:UniRef50_D3VPX6, UniRef:UniRef90_UPI0030D16F8E
