#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	173	454	-	GCF_964273375_00001	10.7	6.1		SO:0001217, UniRef:UniRef50_UPI0037DBFC66, UniRef:UniRef90_UPI0037DBFC66
contig_1	4860	5162	+	GCF_964273375_00008	11.7	9.5		RefSeq:WP_400254443.1, SO:0001217, UniParc:UPI0037DC1965, UniRef:UniRef100_UPI0037DC1965, UniRef:UniRef50_UPI00313CE2BA, UniRef:UniRef90_UPI00313CE2BA
contig_1	7380	7553	+	GCF_964273375_00012	6.3	4.7		
contig_1	14530	14874	-	GCF_964273375_00021	13.9	8.3		RefSeq:WP_400254454.1, SO:0001217, UniParc:UPI0037DC875B, UniRef:UniRef100_UPI0037DC875B, UniRef:UniRef50_UPI00157B2732, UniRef:UniRef90_UPI00157B2732
contig_1	15056	16033	-	GCF_964273375_00022	38.6	6.8		RefSeq:WP_252320580.1, SO:0001217, UniParc:UPI0011F57D4C, UniRef:UniRef100_UPI0011F57D4C, UniRef:UniRef50_UPI00157B912E, UniRef:UniRef90_UPI00157B912E
contig_1	17136	17408	+	GCF_964273375_00023	11.1	5.3		RefSeq:WP_400254455.1, SO:0001217, UniParc:UPI0037DC2A4A, UniRef:UniRef100_UPI0037DC2A4A, UniRef:UniRef50_UPI003253776E, UniRef:UniRef90_UPI0037DC2A4A
contig_1	18498	18797	+	GCF_964273375_00026	11.4	5.0		RefSeq:WP_400254456.1, SO:0001217, UniParc:UPI0037DCF8E3, UniRef:UniRef100_UPI0037DCF8E3, UniRef:UniRef50_UPI0037DCF8E3, UniRef:UniRef90_UPI0037DCF8E3
contig_1	22852	23040	+	GCF_964273375_00034	7.4	9.7		RefSeq:WP_338960158.1, SO:0001217, UniParc:UPI0030CD56D2, UniRef:UniRef100_UPI0030CD56D2, UniRef:UniRef50_UPI00157B5561, UniRef:UniRef90_UPI00157B5561
contig_1	23042	23242	+	GCF_964273375_00035	7.5	8.2		RefSeq:WP_338956925.1, SO:0001217, UniParc:UPI0030CC83F8, UniRef:UniRef100_UPI0030CC83F8, UniRef:UniRef50_UPI00157B6392, UniRef:UniRef90_UPI0030CB9F32
contig_1	23277	23537	+	GCF_964273375_00036	9.6	9.7		RefSeq:WP_338956747.1, SO:0001217, UniParc:UPI0030D4CE3E, UniRef:UniRef100_UPI0030D4CE3E, UniRef:UniRef50_UPI00157B967D, UniRef:UniRef90_UPI00157B967D
contig_1	23550	23918	+	GCF_964273375_00037	13.4	10.4		RefSeq:WP_338956929.1, SO:0001217, UniParc:UPI0030D5F1CF, UniRef:UniRef100_UPI0030D5F1CF, UniRef:UniRef50_UPI00157B12FB, UniRef:UniRef90_UPI00157B12FB
contig_1	23921	24118	+	GCF_964273375_00038	7.7	5.4		SO:0001217, UniRef:UniRef50_UPI0030CD34E5, UniRef:UniRef90_UPI0030CD4987
contig_1	24128	24319	+	GCF_964273375_00039	7.6	6.5		RefSeq:WP_338956933.1, SO:0001217, UniParc:UPI0030D119CC, UniRef:UniRef100_UPI0030D119CC, UniRef:UniRef50_UPI00313D9C80, UniRef:UniRef90_UPI00313D9C80
