# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	808	1482	+	GCF_016082285_00001	-	-	-	-	-	-
contig_1	cds	1655	3979	+	GCF_016082285_00002	1501.0	0.0	1.026	1.0	0.950	UniRef:UniRef90_A0AAJ4EL21
contig_1	cds	4010	8257	+	GCF_016082285_00003	2497.0	0.0	1.001	1.001	0.927	UniRef:UniRef90_A0AAJ4EL15
contig_1	cds	8400	9050	+	GCF_016082285_00004	-	-	-	-	-	-
contig_1	cds	9309	9500	-	GCF_016082285_00005	-	-	-	-	-	-
contig_1	cds	9611	10027	-	GCF_016082285_00006	-	-	-	-	-	-
contig_1	cds	10085	10765	-	GCF_016082285_00007	425.0	4.5e-150	1.0	1.0	0.969	UniRef:UniRef90_A0A0K2JHU3
contig_1	cds	10770	11867	-	GCF_016082285_00008	707.0	2.7e-257	1.0	1.0	0.951	UniRef:UniRef90_A0A0K2JHD3
contig_1	cds	11919	12644	-	GCF_016082285_00009	411.0	3.0e-144	1.0	1.0	0.921	UniRef:UniRef90_UPI001F4D7E3D
contig_1	ncRNA-region	12777	12874	+	-	60.4	5.1e-10	-	-	-	RFAM:RF00059
contig_1	cds	12955	13980	+	GCF_016082285_00010	631.0	6.4e-228	1.0	1.0	0.968	UniRef:UniRef90_A0A3S0SUG5
contig_1	cds	14018	15979	-	GCF_016082285_00011	1229.0	0.0	1.002	0.997	0.948	UniRef:UniRef90_A0A0K2JHV2
contig_1	cds	16305	17510	+	GCF_016082285_00012	694.0	2.1e-250	1.0	0.973	0.950	UniRef:UniRef90_A0A345DQC9
contig_1	cds	17569	19155	-	GCF_016082285_00013	1041.0	0.0	1.0	1.0	0.989	UniRef:UniRef90_A0A0K2JGT2
contig_1	cds	19200	20012	-	GCF_016082285_00014	501.0	1.2e-178	1.0	1.0	0.911	UniRef:UniRef90_Q14PC0
contig_1	cds	20115	20924	-	GCF_016082285_00015	352.0	6.0e-119	1.197	1.0	0.705	UniRef:UniRef90_A0A0K2JFS2
contig_1	cds	21004	22014	-	GCF_016082285_00016	605.0	1.4e-217	1.0	1.0	0.943	UniRef:UniRef90_A0A3S0TTP5
contig_1	cds	22026	23342	-	GCF_016082285_00017	830.0	2.8e-303	1.0	1.0	0.963	UniRef:UniRef90_A0AAI9T2R5
contig_1	cds	23343	24011	-	GCF_016082285_00018	402.0	3.4e-141	1.0	0.996	0.910	UniRef:UniRef90_A0A0K2JG96
contig_1	cds	24028	24729	-	GCF_016082285_00019	408.0	4.7e-143	1.0	0.979	0.957	UniRef:UniRef90_A0A0K2JGS1
contig_1	cds	24841	25086	+	GCF_016082285_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032B2EE3A
