# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	50	445	+	GCA_019325155_00001	-	-	-	-	-	-
contig_1	cds	565	1020	+	GCA_019325155_00002	-	-	-	-	-	-
contig_1	cds	1042	1326	+	GCA_019325155_00003	-	-	-	-	-	-
contig_1	cds	1328	1576	+	GCA_019325155_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMU8
contig_1	cds	1592	3058	+	GCA_019325155_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMP4
contig_1	cds	3155	3502	+	GCA_019325155_00006	206.0	6.0e-67	1.0	1.0	0.843	UniRef:UniRef90_UPI001F4C7148
contig_1	cds	3505	3834	+	GCA_019325155_00007	-	-	-	-	-	-
contig_1	cds	3873	6011	+	GCA_019325155_00008	1288.0	0.0	1.0	0.853	0.910	UniRef:UniRef90_A0A3S0R7H2
contig_1	cds	6023	7510	+	GCA_019325155_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMQ7
contig_1	cds	7557	8231	+	GCA_019325155_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0UA66
contig_1	cds	8856	9449	+	GCA_019325155_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0U7E2
contig_1	cds	9513	10724	-	GCA_019325155_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMQ2
contig_1	cds	10751	13195	-	GCA_019325155_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMR4
contig_1	cds	13934	14209	+	GCA_019325155_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMR6
contig_1	cds	14196	14966	+	GCA_019325155_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0ZV49
contig_1	cds	15258	15986	-	GCA_019325155_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMP3
contig_1	cds	16014	16337	-	GCA_019325155_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0ULN3
contig_1	cds	16682	18454	+	GCA_019325155_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMU9
contig_1	cds	18456	18704	+	GCA_019325155_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMU8
contig_1	cds	18720	20186	+	GCA_019325155_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMP4
contig_1	cds	20283	20630	+	GCA_019325155_00021	206.0	6.0e-67	1.0	1.0	0.843	UniRef:UniRef90_UPI001F4C7148
contig_1	cds	20633	23140	+	GCA_019325155_00022	1496.0	0.0	1.0	1.0	0.914	UniRef:UniRef90_A0A3S0R7H2
contig_1	cds	23152	24639	+	GCA_019325155_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMQ7
contig_1	cds	24686	25360	+	GCA_019325155_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0UA66
contig_1	cds	25985	26578	+	GCA_019325155_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S0U7E2
contig_1	cds	26642	27853	-	GCA_019325155_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMQ2
contig_1	cds	27880	30324	-	GCA_019325155_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A433EMR4
