# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	50	445	+	GCA_019325155_00001		hypothetical protein	
contig_1	cds	565	1020	+	GCA_019325155_00002		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0037DC01BB, UniRef:UniRef90_UPI0037DC01BB
contig_1	cds	1042	1326	+	GCA_019325155_00003		hypothetical protein	
contig_1	cds	1328	1576	+	GCA_019325155_00004		Mbov_0395 family pilin-like conjugal transfer protein	RefSeq:WP_127092268.1, SO:0001217, UniParc:UPI000F8E9A2F, UniRef:UniRef100_A0A433EMU8, UniRef:UniRef50_A0A2P6FEP6, UniRef:UniRef90_A0A2P6FEP6
contig_1	cds	1592	3058	+	GCA_019325155_00005		Mbov_0396 family ICE element transmembrane protein	RefSeq:WP_127092269.1, SO:0001217, UniParc:UPI000F8EA7BF, UniRef:UniRef100_A0A433EMP4, UniRef:UniRef50_A0A2P6FET1, UniRef:UniRef90_A0A2P6FET1
contig_1	cds	3155	3502	+	GCA_019325155_00006		DUF3627 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FER0
contig_1	cds	3505	3834	+	GCA_019325155_00007		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D208F, UniRef:UniRef90_UPI00313A79C1
contig_1	cds	3873	6011	+	GCA_019325155_00008		Mbov_0397 family ICE element conjugal transfer ATPase	SO:0001217, UniRef:UniRef50_A0A3S0R7H2, UniRef:UniRef90_A0A3S0R7H2
contig_1	cds	6023	7510	+	GCA_019325155_00009		DUF87 domain-containing protein	RefSeq:WP_127092272.1, SO:0001217, UniParc:UPI000F8EB06A, UniRef:UniRef100_A0A433EMQ7, UniRef:UniRef50_A0A345DSW1, UniRef:UniRef90_A0A433EMQ7
contig_1	cds	7557	8231	+	GCA_019325155_00010		hypothetical protein	RefSeq:WP_127092273.1, SO:0001217, UniParc:UPI000F8C521A, UniRef:UniRef100_A0A3S0UA66, UniRef:UniRef50_A0A3S0T6U3, UniRef:UniRef90_A0A3S0UA66
