# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3	434	-	GCA_028622045_00001	-	-	-	-	-	-
contig_1	tRNA	536	626	-	GCA_028622045_00002	78.1	-	-	-	-	-
contig_1	cds	828	3434	-	GCA_028622045_00003	1694.0	0.0	1.0	1.0	0.990	UniRef:UniRef90_UPI0013CBB71D
contig_1	cds	3453	4472	-	GCA_028622045_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001E03C14D
contig_1	ncRNA-region	4630	4812	-	-	81.8	1.4e-14	-	-	-	RFAM:RF00174
contig_1	cds	4985	5578	-	GCA_028622045_00005	362.0	4.6e-126	0.980	0.898	0.974	UniRef:UniRef90_UPI00157A7450
contig_1	cds	5589	6527	-	GCA_028622045_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00279B8D25
contig_1	cds	6502	7329	-	GCA_028622045_00007	524.0	7.6e-187	1.0	0.826	0.993	UniRef:UniRef90_UPI0013C8AE23
contig_1	cds	7615	8136	+	GCA_028622045_00008	318.0	1.4e-109	1.0	1.0	0.919	UniRef:UniRef90_UPI002578AD1E
contig_1	cds	8299	9354	+	GCA_028622045_00009	-	-	-	-	-	-
contig_1	cds	9467	10330	-	GCA_028622045_00010	476.0	3.6e-168	1.0	1.0	0.937	UniRef:UniRef90_UPI00157B6FF6
contig_1	cds	10323	10841	-	GCA_028622045_00011	321.0	2.7e-110	1.0	0.827	0.977	UniRef:UniRef90_UPI0030CADA55
contig_1	cds	10814	11191	-	GCA_028622045_00012	-	-	-	-	-	-
contig_1	cds	11341	12789	-	GCA_028622045_00013	942.0	0.0	1.0	1.0	0.990	UniRef:UniRef90_UPI00313C0DBA
contig_1	cds	12789	13517	-	GCA_028622045_00014	470.0	2.2e-167	1.0	1.0	0.979	UniRef:UniRef90_UPI00157B9C19
contig_1	cds	13669	14625	-	GCA_028622045_00015	-	-	-	-	-	-
contig_1	cds	14976	15392	+	GCA_028622045_00016	241.0	2.6e-80	1.0	1.038	0.899	UniRef:UniRef90_UPI00313EF0EF
contig_1	cds	15395	16516	-	GCA_028622045_00017	726.0	2.5e-264	1.0	1.0	0.946	UniRef:UniRef90_UPI00313AE99C
contig_1	cds	16590	18296	+	GCA_028622045_00018	1117.0	0.0	0.988	0.962	0.950	UniRef:UniRef90_UPI00249307BB
contig_1	cds	18445	18534	+	GCA_028622045_00019	-	-	-	-	-	-
contig_1	cds	18820	18993	+	GCA_028622045_00020	119.0	2.5e-34	0.947	0.844	0.907	UniRef:UniRef90_UPI0030D4F240
contig_1	cds	18995	21025	-	GCA_028622045_00021	1180.0	0.0	0.996	0.996	0.886	UniRef:UniRef90_UPI002574D969
contig_1	cds	20973	22217	-	GCA_028622045_00022	731.0	9.5e-265	0.988	0.983	0.890	UniRef:UniRef90_UPI00157AF3C0
contig_1	cds	22233	22355	-	GCA_028622045_00023	-	-	-	-	-	-
contig_1	cds	22360	24555	-	GCA_028622045_00024	1096.0	0.0	1.098	1.010	0.729	UniRef:UniRef90_UPI00313E0DF4
contig_1	cds	24559	26250	-	GCA_028622045_00025	925.0	0.0	1.004	1.0	0.867	UniRef:UniRef90_UPI00157AF4A6
contig_1	cds	26265	27443	-	GCA_028622045_00026	702.0	4.6e-254	1.005	1.0	0.909	UniRef:UniRef90_UPI0030CA6680
contig_1	cds	27462	27836	-	GCA_028622045_00027	195.0	2.2e-62	1.0	1.0	0.871	UniRef:UniRef90_UPI00313F00E1
