#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2417	3817	-	GCA_017847635_00002	53.7	7.6		SO:0001217, UniRef:UniRef50_C0R3E0, UniRef:UniRef90_A0A369RKY9
contig_2	246	1247	+	GCA_017847635_00003	38.6	8.6		SO:0001217, UniRef:UniRef50_UPI0030CAFE9C, UniRef:UniRef50_UPI0037DCAB19, UniRef:UniRef90_UPI0030D17E8A, UniRef:UniRef90_UPI0037DCAB19
contig_3	189	386	-	GCA_017847635_00015	8.0	9.7		SO:0001217, UniRef:UniRef50_UPI001DE0A1BE
contig_3	390	599	-	GCA_017847635_00016	8.7	9.0		
contig_3	945	2030	+	GCA_017847635_00017	42.1	9.8		SO:0001217, UniRef:UniRef50_UPI0013CA9CD8
contig_4	1263	1445	-	GCA_017847635_00021	7.5	9.6		SO:0001217, UniRef:UniRef50_UPI0013CC30A3, UniRef:UniRef90_UPI0013CC30A3
contig_4	1635	3542	-	GCA_017847635_00022	75.0	9.6		SO:0001217, UniRef:UniRef50_UPI0030D56E81, UniRef:UniRef90_UPI0030D56E81
contig_5	219	416	+	GCA_017847635_00023	7.7	9.5		
contig_5	3092	3622	+	GCA_017847635_00025	21.5	9.3	PF02525.22|Flavodoxin_2	PFAM:PF02525.22
contig_6	29	247	-	GCA_017847635_00026	8.2	6.8	PF00023.36|Ank, PF13637.12|Ank_4	PFAM:PF00023.36, PFAM:PF13637.12
contig_7	61	1395	-	GCA_017847635_00028	50.3	6.9		SO:0001217, UniRef:UniRef50_UPI0013C668F4, UniRef:UniRef90_UPI0013C668F4
contig_7	1420	1941	-	GCA_017847635_00029	20.9	5.5		SO:0001217, UniRef:UniRef50_UPI0013CC5A9D, UniRef:UniRef90_UPI0013CC5A9D
contig_7	2045	2410	-	GCA_017847635_00030	14.3	9.3		SO:0001217, UniRef:UniRef50_UPI00157A92A2, UniRef:UniRef90_UPI00157A94DE
contig_8	2424	2795	+	GCA_017847635_00038	14.8	10.4		SO:0001217, UniRef:UniRef50_UPI0030D39B47, UniRef:UniRef90_UPI0030D39B47
contig_8	2796	3314	+	GCA_017847635_00039	20.2	9.7		SO:0001217, UniRef:UniRef50_UPI00157A40C6
contig_8	3318	3659	+	GCA_017847635_00040	12.6	9.9		SO:0001217, UniRef:UniRef50_UPI0013C78BBE, UniRef:UniRef90_UPI00157A71DF
contig_9	2553	2939	+	GCA_017847635_00043	14.9	9.4		SO:0001217, UniRef:UniRef50_UPI0030D3DB13, UniRef:UniRef90_UPI0030D3DB13
contig_9	3071	3220	+	GCA_017847635_00044	5.8	8.4		
contig_10	2311	2895	+	GCA_017847635_00048	23.7	9.2		SO:0001217, UniRef:UniRef50_UPI0027E0F142, UniRef:UniRef90_UPI0027E0F142
contig_10	3080	3298	+	GCA_017847635_00049	8.6	9.8		
contig_10	3414	3629	-	GCA_017847635_00050	8.3	9.0		SO:0001217, UniRef:UniRef50_UPI00157AAFAD
contig_11	142	525	+	GCA_017847635_00051	15.1	5.2		SO:0001217, UniRef:UniRef50_UPI0030CFD22D, UniRef:UniRef90_UPI0030CFD22D
contig_11	856	1008	+	GCA_017847635_00052	6.4	4.8		RefSeq:WP_174481447.1, SO:0001217, UniParc:UPI00157A438B, UniRef:UniRef100_UPI00157A438B, UniRef:UniRef50_UPI00313DBC76, UniRef:UniRef90_UPI00313DBC76
contig_11	990	1403	+	GCA_017847635_00053	16.8	9.6		RefSeq:WP_338987984.1, SO:0001217, UniParc:UPI001E110C0D, UniRef:UniRef100_UPI001E110C0D, UniRef:UniRef50_UPI00157A949C, UniRef:UniRef90_UPI00157A949C
contig_11	1598	3658	+	GCA_017847635_00054	79.4	6.3		SO:0001217, UniRef:UniRef50_UPI0030D3EA4C
contig_11	4947	6278	+	GCA_017847635_00056	50.4	6.7		SO:0001217, UniRef:UniRef50_UPI0013CB472B, UniRef:UniRef90_UPI0013CB472B
contig_11	6351	7448	+	GCA_017847635_00057	41.3	5.6		SO:0001217, UniRef:UniRef50_UPI00157BAA3E, UniRef:UniRef90_UPI00157BAA3E
contig_11	10365	10745	+	GCA_017847635_00063	13.8	9.5		SO:0001217, UniRef:UniRef50_UPI002491CA8B, UniRef:UniRef90_UPI002491CA8B
