# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	255	2408	-	GCA_017847635_00001		PD-(D/E)XK nuclease superfamily	SO:0001217, UniRef:UniRef50_A0A6I6CPC1, UniRef:UniRef90_UPI0022261300
contig_1	cds	2417	3817	-	GCA_017847635_00002		hypothetical protein	SO:0001217, UniRef:UniRef50_C0R3E0, UniRef:UniRef90_A0A369RKY9
contig_2	cds	246	1247	+	GCA_017847635_00003		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CAFE9C, UniRef:UniRef50_UPI0037DCAB19, UniRef:UniRef90_UPI0030D17E8A, UniRef:UniRef90_UPI0037DCAB19
contig_2	cds	1655	2152	+	GCA_017847635_00004	bspA	BspA family leucine-rich repeat surface protein	RefSeq:WP_338957998.1, SO:0001217, UniParc:UPI001D2DE832, UniRef:UniRef100_UPI001D2DE832, UniRef:UniRef50_UPI0013CD99DA, UniRef:UniRef90_UPI001D2DE832
contig_2	tmRNA	2249	2664	+	GCA_017847635_00005	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_2	tRNA	2862	2937	+	GCA_017847635_00006	trnC	tRNA-Cys(gca)	SO:0000258
contig_2	tRNA	3053	3129	+	GCA_017847635_00007	trnR	tRNA-Arg(acg)	SO:0001036
contig_2	tRNA	3131	3207	+	GCA_017847635_00008	trnP	tRNA-Pro(tgg)	SO:0000268
contig_2	tRNA	3219	3294	+	GCA_017847635_00009	trnA	tRNA-Ala(tgc)	SO:0000254
contig_2	tRNA	3327	3403	+	GCA_017847635_00010	trnM	tRNA-Met(cat)	SO:0000266
contig_2	tRNA	3411	3487	+	GCA_017847635_00011	trnI	tRNA-Ile2(cat)	SO:0000263
contig_2	tRNA	3501	3590	+	GCA_017847635_00012	trnS	tRNA-Ser(tga)	SO:0000269
contig_2	tRNA	3612	3686	+	GCA_017847635_00013	trnfM	tRNA-fMet(cat)	SO:0000266
contig_2	tRNA	3688	3763	+	GCA_017847635_00014	trnD	tRNA-Asp(gtc)	SO:0000256
contig_3	cds	189	386	-	GCA_017847635_00015		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001DE0A1BE
contig_3	cds	390	599	-	GCA_017847635_00016		hypothetical protein	
contig_3	cds	945	2030	+	GCA_017847635_00017		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CA9CD8
contig_3	cds	2135	3904	+	GCA_017847635_00018	uvrC	excinuclease ABC subunit UvrC	GO:0006289, GO:0009380, GO:0009381, KEGG:K03703, SO:0001217, UniRef:UniRef50_A0A846TVZ8, UniRef:UniRef90_UPI00157A31B5
contig_4	cds	124	744	-	GCA_017847635_00019	udk	uridine kinase	EC:2.7.1.48, GO:0004849, KEGG:K00876, RefSeq:WP_342267021.1, SO:0001217, UniParc:UPI00313E6ABF, UniRef:UniRef100_UPI00157A9CF3, UniRef:UniRef50_A0A3G9JJ79, UniRef:UniRef90_UPI00313CAC32
contig_4	cds	761	1186	-	GCA_017847635_00020	ruvX	Holliday junction resolvase RuvX	EC:3.1.21.10, GO:0006364, RefSeq:WP_174481257.1, SO:0001217, UniParc:UPI00157B20A2, UniRef:UniRef100_UPI00157B20A2, UniRef:UniRef50_A0A846TPH5, UniRef:UniRef90_UPI0030CD7503
contig_4	cds	1263	1445	-	GCA_017847635_00021		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CC30A3, UniRef:UniRef90_UPI0013CC30A3
contig_4	cds	1635	3542	-	GCA_017847635_00022		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D56E81, UniRef:UniRef90_UPI0030D56E81
contig_5	cds	219	416	+	GCA_017847635_00023		hypothetical protein	
contig_5	cds	429	2978	+	GCA_017847635_00024		Mbov_0397 family ICE element conjugal transfer ATPase	SO:0001217, UniRef:UniRef50_UPI0013CA69C1, UniRef:UniRef90_UPI0013CA69C1
contig_5	cds	3092	3622	+	GCA_017847635_00025		hypothetical protein	PFAM:PF02525.22
contig_6	cds	29	247	-	GCA_017847635_00026		hypothetical protein	PFAM:PF00023.36, PFAM:PF13637.12
contig_6	cds	558	3680	+	GCA_017847635_00027		DNA polymerase III subunit alpha	EC:2.7.7.7, KEGG:K02337, SO:0001217, UniRef:UniRef50_A0A846TRP9, UniRef:UniRef90_UPI00157B5BC3
contig_7	cds	61	1395	-	GCA_017847635_00028		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013C668F4, UniRef:UniRef90_UPI0013C668F4
contig_7	cds	1420	1941	-	GCA_017847635_00029		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CC5A9D, UniRef:UniRef90_UPI0013CC5A9D
contig_7	cds	2045	2410	-	GCA_017847635_00030		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157A92A2, UniRef:UniRef90_UPI00157A94DE
contig_7	cds	2534	3694	+	GCA_017847635_00031		Mbov_0401 family ICE element transposase-like protein	SO:0001217, UniRef:UniRef50_UPI0013C82594, UniRef:UniRef90_UPI0013C8F6ED
contig_8	cds	223	375	-	GCA_017847635_00032		HMG-box domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00207AECA8, UniRef:UniRef90_UPI00313C5357
contig_8	cds	479	1297	-	GCA_017847635_00033		Cof-type HAD-IIB family hydrolase	SO:0001217, UniRef:UniRef50_A0A846TVN2, UniRef:UniRef90_UPI00313BC327
contig_8	tRNA	1462	1546	-	GCA_017847635_00034	trnL	tRNA-Leu(tag)	SO:0000264
contig_8	tRNA	1552	1627	-	GCA_017847635_00035	trnK	tRNA-Lys(ctt)	SO:0000265
contig_8	tRNA	1684	1758	-	GCA_017847635_00036	trnE	tRNA-Glu(ttc)	SO:0000259
contig_8	tRNA	1783	1857	-	GCA_017847635_00037	trnN	tRNA-Asn(gtt)	SO:0000257
contig_8	cds	2424	2795	+	GCA_017847635_00038		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D39B47, UniRef:UniRef90_UPI0030D39B47
contig_8	cds	2796	3314	+	GCA_017847635_00039		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157A40C6
contig_8	cds	3318	3659	+	GCA_017847635_00040		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013C78BBE, UniRef:UniRef90_UPI00157A71DF
contig_9	cds	207	896	+	GCA_017847635_00041		replication initiation protein	SO:0001217, UniRef:UniRef50_UPI0013C88759
contig_9	cds	1768	2550	+	GCA_017847635_00042	parA	ParA family protein	KEGG:K03496, SO:0001217, UniRef:UniRef50_Q3ZVR6, UniRef:UniRef90_UPI0030CE0EB0
contig_9	cds	2553	2939	+	GCA_017847635_00043		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D3DB13, UniRef:UniRef90_UPI0030D3DB13
contig_9	cds	3071	3220	+	GCA_017847635_00044		hypothetical protein	
contig_9	cds	3240	3461	+	GCA_017847635_00045		HMG-box domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00157B63BD, UniRef:UniRef90_UPI00157B63BD
contig_10	cds	72	359	-	GCA_017847635_00046		NUDIX hydrolase	SO:0001217, UniRef:UniRef50_UPI00324E38F7
contig_10	cds	675	1553	-	GCA_017847635_00047		replication initiation protein	SO:0001217, UniRef:UniRef50_UPI00157B6EA1
contig_10	cds	2311	2895	+	GCA_017847635_00048		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0027E0F142, UniRef:UniRef90_UPI0027E0F142
contig_10	cds	3080	3298	+	GCA_017847635_00049		hypothetical protein	
contig_10	cds	3414	3629	-	GCA_017847635_00050		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157AAFAD
contig_11	cds	142	525	+	GCA_017847635_00051		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CFD22D, UniRef:UniRef90_UPI0030CFD22D
contig_11	cds	856	1008	+	GCA_017847635_00052		hypothetical protein	RefSeq:WP_174481447.1, SO:0001217, UniParc:UPI00157A438B, UniRef:UniRef100_UPI00157A438B, UniRef:UniRef50_UPI00313DBC76, UniRef:UniRef90_UPI00313DBC76
contig_11	cds	990	1403	+	GCA_017847635_00053		hypothetical protein	RefSeq:WP_338987984.1, SO:0001217, UniParc:UPI001E110C0D, UniRef:UniRef100_UPI001E110C0D, UniRef:UniRef50_UPI00157A949C, UniRef:UniRef90_UPI00157A949C
contig_11	cds	1598	3658	+	GCA_017847635_00054		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D3EA4C
contig_11	cds	3681	4925	+	GCA_017847635_00055		replication-associated recombination protein A	KEGG:K07478, SO:0001217, UniRef:UniRef50_W0GLR2, UniRef:UniRef90_UPI0013C98281
contig_11	cds	4947	6278	+	GCA_017847635_00056		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0013CB472B, UniRef:UniRef90_UPI0013CB472B
contig_11	cds	6351	7448	+	GCA_017847635_00057		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157BAA3E, UniRef:UniRef90_UPI00157BAA3E
contig_11	cds	7634	7783	+	GCA_017847635_00058		Large ribosomal subunit protein bL33B	SO:0001217, UniRef:UniRef50_P59627
contig_11	cds	7795	8226	+	GCA_017847635_00059	secE	preprotein translocase subunit SecE	GO:0005886, GO:0009306, GO:0015450, GO:0043952, RefSeq:WP_174481440.1, SO:0001217, UniParc:UPI0013C8FBEC, UniRef:UniRef100_UPI0013C8FBEC, UniRef:UniRef50_A0A846TSM1, UniRef:UniRef90_UPI0030D2E745
contig_11	cds	8246	8878	+	GCA_017847635_00060	nusG	transcription termination/antitermination protein NusG	KEGG:K02601, RefSeq:WP_252320182.1, SO:0001217, UniParc:UPI002079468E, UniRef:UniRef100_UPI002079468E, UniRef:UniRef50_A0A846U0F5, UniRef:UniRef90_UPI00324743CE
contig_11	cds	9057	9503	+	GCA_017847635_00061	rplK	50S ribosomal protein L11	GO:0003735, GO:0005840, GO:0006412, KEGG:K02867, RefSeq:WP_174481438.1, SO:0001217, UniParc:UPI00157BB1D8, UniRef:UniRef100_UPI00157BB1D8, UniRef:UniRef50_A0A846TQA1, UniRef:UniRef90_UPI0030CDBB2F
contig_11	cds	9505	10185	+	GCA_017847635_00062	rplA	50S ribosomal protein L1	GO:0003723, GO:0003735, GO:0006412, GO:0015934, KEGG:K02863, SO:0001217, UniRef:UniRef50_Q8F0R9, UniRef:UniRef90_UPI0013C822A1
contig_11	cds	10365	10745	+	GCA_017847635_00063		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI002491CA8B, UniRef:UniRef90_UPI002491CA8B
contig_11	cds	10765	11130	+	GCA_017847635_00064		hypothetical protein	RefSeq:WP_252320186.1, SO:0001217, UniParc:UPI00121FFE4B, UniRef:UniRef100_UPI00121FFE4B, UniRef:UniRef50_UPI00157B9A37, UniRef:UniRef90_UPI00157B9A37
contig_11	cds	11204	12265	+	GCA_017847635_00065		alkaline phosphatase	SO:0001217, UniRef:UniRef50_UPI0025778CB7, UniRef:UniRef90_UPI0025778CB7
contig_11	cds	12265	13416	+	GCA_017847635_00066		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CD60E7, UniRef:UniRef90_UPI0030CD60E7
contig_11	cds	13557	14021	+	GCA_017847635_00067		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313BDF0A, UniRef:UniRef90_UPI00313BDF0A
contig_12	cds	139	1824	+	GCA_017847635_00068		hypothetical protein	PFAM:PF13570.12, PFAM:PF20067.5, SO:0001217, UniRef:UniRef50_UPI0030CB8B74, UniRef:UniRef90_UPI0030CB8B74
contig_12	cds	1808	1924	+	GCA_017847635_00069		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313EE808, UniRef:UniRef90_UPI00313EE808
contig_12	cds	2064	2795	+	GCA_017847635_00070		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A654IMR5, UniRef:UniRef90_UPI00157A41B2
contig_12	cds	2795	3562	+	GCA_017847635_00071		ABC transporter permease	RefSeq:WP_338959055.1, SO:0001217, UniParc:UPI0030CEDABA, UniRef:UniRef100_UPI0030CEDABA, UniRef:UniRef50_UPI0013C9B57C, UniRef:UniRef90_UPI0013C9B57C
contig_13	cds	188	700	-	GCA_017847635_00072		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D09A66, UniRef:UniRef90_UPI0030D09A66
contig_13	cds	654	1034	-	GCA_017847635_00073		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CFFF1C, UniRef:UniRef90_UPI0030CFFF1C
contig_13	cds	1285	1476	+	GCA_017847635_00074		hypothetical protein	RefSeq:WP_252320980.1, SO:0001217, UniParc:UPI001E189B3B, UniRef:UniRef100_UPI001E189B3B, UniRef:UniRef50_UPI001E189B3B, UniRef:UniRef90_UPI001E189B3B
contig_13	cds	1622	3436	-	GCA_017847635_00075	lepA	translation elongation factor 4	EC:3.6.5.n1, GO:0003924, GO:0005525, SO:0001217, UniRef:UniRef50_Q9I5G8, UniRef:UniRef90_UPI0034CDE5AD
contig_14	cds	649	2532	-	GCA_017847635_00076	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	GO:0002098, GO:0008033, KEGG:K03495, SO:0001217, UniRef:UniRef50_Q6MRU5, UniRef:UniRef90_UPI00313D9BF3
contig_14	cds	2818	2946	-	GCA_017847635_00077		hypothetical protein	
contig_14	cds	3107	3481	-	GCA_017847635_00078		hypothetical protein	PFAM:PF00929.31, SO:0001217, UniRef:UniRef50_UPI0030D0132F, UniRef:UniRef90_UPI0030D0132F
contig_15	cds	596	2218	+	GCA_017847635_00079		ABC transporter ATP-binding protein/permease	SO:0001217, UniRef:UniRef50_W0GQK8, UniRef:UniRef90_UPI00313AF572
contig_15	cds	2272	3321	-	GCA_017847635_00080		DUF3137 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0013CA950B, UniRef:UniRef90_UPI0013CA950B
contig_15	cds	3439	3591	-	GCA_017847635_00081		hypothetical protein	
contig_16	ncRNA-region	292	379	+			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_16	cds	507	1487	+	GCA_017847635_00082	thiT	energy-coupled thiamine transporter ThiT	KEGG:K16789, SO:0001217, UniRef:UniRef50_A0A846TW51, UniRef:UniRef90_UPI00157AC95E
