#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2	268	+	GCA_026239475_00001	10.2	9.7		
contig_1	810	1874	-	GCA_026239475_00003	40.6	9.1		
contig_1	2292	2453	+	GCA_026239475_00004	6.3	4.9		SO:0001217, UniRef:UniRef50_A0A2P6F8F6, UniRef:UniRef50_A0A2P6F9N7, UniRef:UniRef90_A0A2P6F8F6, UniRef:UniRef90_UPI00313D21B9
contig_1	4146	4400	+	GCA_026239475_00007	10.1	10.0		SO:0001217, UniRef:UniRef50_A0A432ZUV8, UniRef:UniRef90_A0A3S0T5M1
contig_1	5475	5702	+	GCA_026239475_00010	8.8	9.0		SO:0001217, UniRef:UniRef50_UPI0019D47CF3
contig_1	11355	11795	+	GCA_026239475_00018	16.8	6.2		
contig_1	15465	15584	+	GCA_026239475_00024	4.6	10.3		
contig_1	20473	20679	+	GCA_026239475_00040	7.4	5.5		
contig_1	26957	27214	+	GCA_026239475_00048	9.5	9.7		
contig_1	27275	27763	+	GCA_026239475_00049	18.8	8.3		
contig_1	32225	32476	-	GCA_026239475_00054	9.9	9.8		
contig_1	32814	32972	-	GCA_026239475_00055	6.2	9.8		
contig_1	38451	38717	+	GCA_026239475_00062	10.8	9.1		
contig_1	39043	39267	+	GCA_026239475_00064	8.9	5.6		
contig_1	39207	39386	-	GCA_026239475_00065	7.5	10.1		
contig_1	47153	47359	-	GCA_026239475_00072	8.5	9.2		
contig_1	53530	53685	+	GCA_026239475_00084	6.1	9.8		SO:0001217, UniRef:UniRef50_UPI001F4D277B, UniRef:UniRef90_UPI0037DCD062
contig_1	53849	54070	-	GCA_026239475_00085	8.1	5.6		SO:0001217, UniRef:UniRef50_UPI0030CD9268
contig_1	54138	54470	-	GCA_026239475_00086	13.4	8.7		SO:0001217, UniRef:UniRef50_UPI001F4C90C7, UniRef:UniRef90_UPI0030CB7AD1
contig_1	56235	57383	-	GCA_026239475_00090	42.6	10.1		SO:0001217, UniRef:UniRef50_A0A432ZUS0, UniRef:UniRef90_A0A3S0YNI0
contig_1	61001	61210	-	GCA_026239475_00096	8.4	9.6		
contig_1	62003	62170	+	GCA_026239475_00097	6.2	9.7		
contig_1	62495	62662	+	GCA_026239475_00098	6.2	6.7		SO:0001217, UniRef:UniRef50_UPI001F1CADA6
contig_1	63352	63447	+	GCA_026239475_00100	3.5	10.3		
contig_1	64995	65630	-	GCA_026239475_00104	24.0	5.1		
contig_1	65775	65963	-	GCA_026239475_00105	7.1	4.8		SO:0001217, UniRef:UniRef50_Q14MT7, UniRef:UniRef90_Q14MT7
contig_1	65920	66291	-	GCA_026239475_00106	14.3	8.8		SO:0001217, UniRef:UniRef50_A0A2P6F8S6, UniRef:UniRef90_UPI00209D07C5
contig_1	67225	68049	-	GCA_026239475_00109	30.8	9.4		
contig_1	68179	68388	-	GCA_026239475_00110	7.7	5.0		SO:0001217, UniRef:UniRef50_A0A0K2JGF7, UniRef:UniRef90_UPI0030CF1AAC
contig_1	69510	69779	+	GCA_026239475_00113	10.5	10.1	PF00456.26|Transketolase_N	PFAM:PF00456.26
contig_1	70822	71007	+	GCA_026239475_00115	6.8	6.2	PF02779.29|Transket_pyr	PFAM:PF02779.29
contig_1	71249	71542	-	GCA_026239475_00116	11.0	10.1		
contig_1	75206	75637	-	GCA_026239475_00121	17.2	7.8	PF03354.21|TerL_ATPase	PFAM:PF03354.21
contig_1	76112	76267	-	GCA_026239475_00122	6.1	4.9		
contig_1	76472	76600	-	GCA_026239475_00123	4.9	10.1		
contig_1	77824	78156	+	GCA_026239475_00125	13.0	9.0		
contig_1	79212	79673	+	GCA_026239475_00128	18.8	9.4		
contig_1	86901	87044	-	GCA_026239475_00139	5.4	10.2		
contig_1	87423	87608	-	GCA_026239475_00141	7.6	8.7		SO:0001217, UniRef:UniRef50_A0AAX3SWB1, UniRef:UniRef50_UPI001F4D91B0, UniRef:UniRef90_UPI001F4D91B0
contig_1	89103	89225	-	GCA_026239475_00145	5.1	5.1		
contig_1	90971	91336	+	GCA_026239475_00149	14.0	9.4	PF00665.32|rve	PFAM:PF00665.32
contig_1	92431	92529	+	GCA_026239475_00152	3.9	9.3		
contig_1	93567	93917	+	GCA_026239475_00154	13.7	9.4		
contig_1	94240	94533	-	GCA_026239475_00155	11.8	9.8		SO:0001217, UniRef:UniRef50_A0A3S0TXZ2
contig_1	99803	99964	+	GCA_026239475_00164	6.5	9.3		
contig_1	100075	100269	+	GCA_026239475_00165	7.8	8.8		
contig_1	100253	100693	+	GCA_026239475_00166	17.4	8.1	PF04266.20|ASCH	PFAM:PF04266.20
contig_1	100708	100938	+	GCA_026239475_00167	9.2	6.2		
contig_1	100959	101099	-	GCA_026239475_00168	5.3	9.8		
contig_1	102218	103042	+	GCA_026239475_00171	31.9	5.0		SO:0001217, UniRef:UniRef50_UPI0033650304
contig_1	105048	105218	+	GCA_026239475_00175	6.4	9.3		
contig_1	105264	105737	+	GCA_026239475_00176	18.1	6.3		SO:0001217, UniRef:UniRef50_UPI00313F0421, UniRef:UniRef50_UPI0032B1F167, UniRef:UniRef90_UPI0032B1F167
contig_1	105789	106604	+	GCA_026239475_00177	31.0	5.0		
contig_1	107680	107799	+	GCA_026239475_00180	4.5	9.6		
contig_1	112463	114058	+	GCA_026239475_00189	59.6	10.1		SO:0001217, UniRef:UniRef50_A0A2P6FFI8
contig_1	116570	116758	+	GCA_026239475_00193	7.2	4.1		SO:0001217, UniRef:UniRef50_A0A2P6FAV5, UniRef:UniRef90_A0A2P6FAV5
contig_1	119312	121342	-	GCA_026239475_00196	79.5	7.0	PF00161.24|RIP	PFAM:PF00161.24
contig_1	121810	123546	-	GCA_026239475_00197	68.4	6.1		SO:0001217, UniRef:UniRef50_A0AAX3T0K3, UniRef:UniRef90_A0AAX3T0K3
contig_1	125245	125928	-	GCA_026239475_00199	27.6	5.9	PF04266.20|ASCH	PFAM:PF04266.20
contig_1	125912	126106	-	GCA_026239475_00200	7.8	8.8		
contig_1	126217	126378	-	GCA_026239475_00201	6.5	9.1		
contig_1	128450	128569	-	GCA_026239475_00207	5.0	9.3		
contig_1	131133	131231	-	GCA_026239475_00211	3.8	9.2		
contig_1	133397	133618	-	GCA_026239475_00214	8.7	9.7		SO:0001217, UniRef:UniRef50_UPI00313CB4A4, UniRef:UniRef90_UPI00313CB4A4
contig_1	134778	135089	+	GCA_026239475_00217	12.1	10.2		SO:0001217, UniRef:UniRef50_A0A432ZUV9, UniRef:UniRef90_A0A432ZUV9
contig_1	137321	137536	+	GCA_026239475_00221	8.4	6.6		SO:0001217, UniRef:UniRef50_A0A0K2JGV2, UniRef:UniRef50_A0A3S0RC05, UniRef:UniRef90_A0A3S0RC05, UniRef:UniRef90_UPI0032B12FAF
contig_1	137536	137757	+	GCA_026239475_00222	8.5	4.5		SO:0001217, UniRef:UniRef50_A0A2P6FAV5, UniRef:UniRef50_UPI00209FA112, UniRef:UniRef90_UPI00209FA112, UniRef:UniRef90_UPI0030CB3CDF
contig_1	137890	138357	+	GCA_026239475_00223	17.9	6.4		SO:0001217, UniRef:UniRef50_UPI0030D21B83
contig_1	141596	143221	-	GCA_026239475_00229	62.8	6.0		
contig_1	145641	145877	+	GCA_026239475_00234	8.6	4.5		
contig_1	147456	149054	-	GCA_026239475_00238	62.8	6.1		SO:0001217, UniRef:UniRef50_A0AAX3T0K3, UniRef:UniRef90_A0AAX3T0K3
contig_1	151423	152292	-	GCA_026239475_00243	34.2	9.6		
contig_1	152549	152698	-	GCA_026239475_00245	6.0	8.1		
contig_1	153481	153831	-	GCA_026239475_00248	13.8	9.4		
contig_1	156104	156256	-	GCA_026239475_00253	6.1	6.1		
contig_1	156536	156829	-	GCA_026239475_00254	11.4	7.9		
contig_1	158418	158567	+	GCA_026239475_00257	5.9	9.4		
contig_1	158594	158833	+	GCA_026239475_00258	9.9	9.4		
contig_1	158870	159301	+	GCA_026239475_00259	17.2	10.1	PF00665.32|rve	PFAM:PF00665.32
contig_1	161441	162364	-	GCA_026239475_00261	36.8	10.0	PF00665.32|rve, PF13276.12|HTH_21	PFAM:PF00665.32, PFAM:PF13276.12
contig_1	165459	166214	+	GCA_026239475_00267	29.6	10.1		SO:0001217, UniRef:UniRef50_A0A432ZVI2
contig_1	167963	169561	+	GCA_026239475_00270	59.7	10.1		SO:0001217, UniRef:UniRef50_A0A2P6FFI8
contig_1	175965	177995	-	GCA_026239475_00278	79.5	7.0	PF00161.24|RIP	PFAM:PF00161.24
contig_1	178463	180199	-	GCA_026239475_00279	68.4	6.2		SO:0001217, UniRef:UniRef50_A0AAX3T0K3, UniRef:UniRef90_A0AAX3T0K3
contig_1	182681	182872	-	GCA_026239475_00282	7.5	9.8		
contig_1	184128	184223	-	GCA_026239475_00285	3.6	9.7		
contig_1	187449	187721	+	GCA_026239475_00289	9.9	9.6	PF01048.26|PNP_UDP_1	PFAM:PF01048.26
contig_1	191672	191815	+	GCA_026239475_00294	5.9	9.7		
contig_1	199965	200063	-	GCA_026239475_00305	4.1	9.7		
