# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2	268	+	GCA_026239475_00001	108.0	3.5e-29	1.0	0.978	0.693	UniRef:UniRef90_A0A2P6F9P2
contig_1	cds	301	807	-	GCA_026239475_00002	208.0	2.6e-66	1.018	1.006	0.632	UniRef:UniRef90_Q14MY1
contig_1	cds	810	1874	-	GCA_026239475_00003	-	-	-	-	-	-
contig_1	cds	2292	2453	+	GCA_026239475_00004	88.2	4.0e-22	1.0	0.946	0.906	UniRef:UniRef90_UPI00313D21B9
contig_1	cds	2553	2753	+	GCA_026239475_00005	117.0	3.2e-33	1.0	1.0	0.909	UniRef:UniRef90_UPI0030D5D245
contig_1	cds	2769	4139	+	GCA_026239475_00006	831.0	5.6e-303	0.998	0.998	0.908	UniRef:UniRef90_A0A3S0RR73
contig_1	cds	4146	4400	+	GCA_026239475_00007	139.0	1.7e-41	0.952	0.808	0.900	UniRef:UniRef90_A0A3S0T5M1
contig_1	cds	4494	4775	+	GCA_026239475_00008	166.0	1.7e-51	0.989	0.814	0.859	UniRef:UniRef90_UPI0030D43871
contig_1	cds	4858	5322	+	GCA_026239475_00009	252.0	9.0e-84	1.006	0.917	0.916	UniRef:UniRef90_A0A433EN13
contig_1	cds	5475	5702	+	GCA_026239475_00010	110.0	1.8e-30	0.867	1.0	0.892	UniRef:UniRef90_UPI0019D47CF3
contig_1	tRNA	5975	6059	+	GCA_026239475_00011	60.3	-	-	-	-	-
contig_1	cds	6100	6708	-	GCA_026239475_00012	374.0	1.4e-130	1.0	1.0	0.946	UniRef:UniRef90_UPI003283B425
contig_1	cds	6695	7375	-	GCA_026239475_00013	423.0	2.7e-149	1.0	0.996	0.951	UniRef:UniRef90_A0A0K2JFE9
contig_1	cds	7388	8257	-	GCA_026239475_00014	557.0	2.2e-200	1.003	1.0	0.928	UniRef:UniRef90_A0A0K2JFU9
contig_1	cds	8264	9277	-	GCA_026239475_00015	640.0	2.3e-231	1.0	0.991	0.961	UniRef:UniRef90_Q14LR5
contig_1	cds	9372	10133	-	GCA_026239475_00016	468.0	3.0e-166	1.0	1.0	0.917	UniRef:UniRef90_A0A2P6FF27
contig_1	cds	10136	11173	-	GCA_026239475_00017	624.0	5.2e-225	1.006	1.0	0.925	UniRef:UniRef90_Q6XK03
contig_1	cds	11355	11795	+	GCA_026239475_00018	-	-	-	-	-	-
contig_1	cds	12109	12411	+	GCA_026239475_00019	172.0	2.5e-54	0.980	1.0	0.857	UniRef:UniRef90_UPI0037DCD7EA
