# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2	268	+	GCA_026239475_00001		(5' truncated) hypothetical protein	
contig_1	cds	301	807	-	GCA_026239475_00002		Lipoprotein	SO:0001217, UniRef:UniRef50_A0AAJ4EIG9
contig_1	cds	810	1874	-	GCA_026239475_00003		hypothetical protein	
contig_1	cds	2292	2453	+	GCA_026239475_00004		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8F6, UniRef:UniRef50_A0A2P6F9N7, UniRef:UniRef90_A0A2P6F8F6, UniRef:UniRef90_UPI00313D21B9
contig_1	cds	2553	2753	+	GCA_026239475_00005		p18	SO:0001217, UniRef:UniRef50_A0A0K2JEK2, UniRef:UniRef90_UPI0030D5D245
contig_1	cds	2769	4139	+	GCA_026239475_00006		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A3S0RR73
contig_1	cds	4146	4400	+	GCA_026239475_00007		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZUV8, UniRef:UniRef90_A0A3S0T5M1
contig_1	cds	4494	4775	+	GCA_026239475_00008		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8
contig_1	cds	4858	5322	+	GCA_026239475_00009		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_1	cds	5475	5702	+	GCA_026239475_00010		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0019D47CF3
contig_1	tRNA	5975	6059	+	GCA_026239475_00011	trnL	tRNA-Leu(caa)	SO:0000264
contig_1	cds	6100	6708	-	GCA_026239475_00012		thiamine diphosphokinase	EC:2.7.6.2, GO:0004788, GO:0006772, KEGG:K00949, SO:0001217, UniRef:UniRef50_A0A0K2JFF4, UniRef:UniRef90_UPI003283B425
contig_1	cds	6695	7375	-	GCA_026239475_00013	rpe	ribulose-phosphate 3-epimerase	EC:5.1.3.1, GO:0004750, GO:0006098, SO:0001217, UniRef:UniRef50_A0A2S8NQS2, UniRef:UniRef90_A0A0K2JFE9
contig_1	cds	7388	8257	-	GCA_026239475_00014	rsgA	ribosome small subunit-dependent GTPase A	EC:3.1.3.100, EC:3.6.1.-, GO:0003924, GO:0005525, GO:0006412, GO:0043022, KEGG:K06949, SO:0001217, UniRef:UniRef50_S5M0K4, UniRef:UniRef90_A0A0K2JFU9
contig_1	cds	8264	9277	-	GCA_026239475_00015		Protein kinase	SO:0001217, UniRef:UniRef50_W0GM50, UniRef:UniRef90_Q14LR5
contig_1	cds	9372	10133	-	GCA_026239475_00016		Serine/threonine phosphatase stp	EC:3.1.3.16, KEGG:K20074, SO:0001217, UniRef:UniRef50_A0A0L1IJC0, UniRef:UniRef90_A0A2P6FF27
contig_1	cds	10136	11173	-	GCA_026239475_00017	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	EC:2.1.1.192, GO:0000049, GO:0002935, GO:0005737, GO:0008757, GO:0016433, GO:0019843, GO:0030488, GO:0046872, GO:0051539, GO:0070040, GO:0070475, KEGG:K06941, SO:0001217, UniRef:UniRef50_Q6XK03, UniRef:UniRef90_Q6XK03
contig_1	cds	11355	11795	+	GCA_026239475_00018		hypothetical protein	
contig_1	cds	12109	12411	+	GCA_026239475_00019		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8
contig_1	cds	12725	12934	+	GCA_026239475_00020		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	13461	14420	-	GCA_026239475_00021		IS1595 family transposase	SO:0001217, UniRef:UniRef50_A0A2S8NQJ4, UniRef:UniRef90_A0A2S8NQJ4
contig_1	cds	14652	14897	+	GCA_026239475_00022		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFW7, UniRef:UniRef90_A0AAX3SXT6
contig_1	cds	15115	15462	+	GCA_026239475_00023		Asp23/Gls24 family envelope stress response protein	SO:0001217, UniRef:UniRef50_R4UEP0
contig_1	cds	15465	15584	+	GCA_026239475_00024		hypothetical protein	
contig_1	cds	15550	17193	+	GCA_026239475_00025	dhaL	DhaL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A654INU3, UniRef:UniRef90_A0AAI9T388
contig_1	tRNA	17285	17360	+	GCA_026239475_00026	trnC	tRNA-Cys(gca)	SO:0000258
contig_1	tRNA	17401	17477	+	GCA_026239475_00027	trnR	tRNA-Arg(acg)	SO:0001036
contig_1	tRNA	17501	17577	+	GCA_026239475_00028	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	tRNA	17594	17669	+	GCA_026239475_00029	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	17701	17777	+	GCA_026239475_00030	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	17779	17855	+	GCA_026239475_00031	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	tRNA	17888	17980	+	GCA_026239475_00032	trnS	tRNA-Ser(tga)	SO:0000269
contig_1	tRNA	18032	18106	+	GCA_026239475_00033	trnfM	tRNA-fMet(cat)	SO:0000266
contig_1	tRNA	18109	18184	+	GCA_026239475_00034	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	18190	18265	+	GCA_026239475_00035	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	cds	18361	19053	+	GCA_026239475_00036		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JFF7, UniRef:UniRef90_A0A0K2JFF7
contig_1	cds	19077	19322	+	GCA_026239475_00037		(pseudo) amidohydrolase family protein	EC:3.5.1.25, KEGG:K01443, SO:0001217, UniRef:UniRef50_UPI001F4EAC92, UniRef:UniRef90_UPI001F4EAC92
contig_1	cds	19740	19973	+	GCA_026239475_00038		Putative n-acetylglucosamine-6-phosphate deacetylase n-terminal and c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14LS7
contig_1	cds	20286	20384	+	GCA_026239475_00039		(pseudo) Hypothetical glucosamine/galactosamine-6-phosphate isomerase protein	SO:0001217, UniRef:UniRef50_Q14LS5, UniRef:UniRef90_Q14LS5
contig_1	cds	20473	20679	+	GCA_026239475_00040		hypothetical protein	
contig_1	cds	20658	20864	+	GCA_026239475_00041		(pseudo) Glucosamine-6-phosphate deaminase	SO:0001217, UniRef:UniRef50_A0A345DRB8, UniRef:UniRef50_UPI001F4ED0B8, UniRef:UniRef90_A0A345DRB8
contig_1	cds	21524	21715	+	GCA_026239475_00042		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAM1
contig_1	cds	22209	22346	+	GCA_026239475_00043		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SL73
contig_1	cds	23019	23210	-	GCA_026239475_00044		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAM1
contig_1	cds	23886	24500	-	GCA_026239475_00045	rpsD	30S ribosomal protein S4	GO:0003735, GO:0006412, GO:0015935, GO:0019843, KEGG:K02986, SO:0001217, UniRef:UniRef50_Q9PPZ2, UniRef:UniRef90_A0A0K2JFX2
contig_1	cds	24790	26505	+	GCA_026239475_00046		Septation ring formation regulator	KEGG:K06286, SO:0001217, UniRef:UniRef50_R4UEN5, UniRef:UniRef90_A0A0K2JFV9
contig_1	cds	26701	26934	+	GCA_026239475_00047		(pseudo) THUMP domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00313E7990, UniRef:UniRef90_UPI00313E7990
contig_1	cds	26957	27214	+	GCA_026239475_00048		hypothetical protein	
contig_1	cds	27275	27763	+	GCA_026239475_00049		hypothetical protein	
contig_1	cds	27705	28061	+	GCA_026239475_00050		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DRB3, UniRef:UniRef90_A0A345DRB3
contig_1	cds	28123	31167	+	GCA_026239475_00051		DNA-directed DNA polymerase	EC:2.7.7.7, KEGG:K02337, SO:0001217, UniRef:UniRef50_R4UMC4, UniRef:UniRef90_A0A0K2JGG0
contig_1	cds	31328	31465	-	GCA_026239475_00052		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SL73
contig_1	cds	31700	31984	-	GCA_026239475_00053		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_1	cds	32225	32476	-	GCA_026239475_00054		hypothetical protein	
contig_1	cds	32814	32972	-	GCA_026239475_00055		hypothetical protein	
contig_1	cds	33135	33587	+	GCA_026239475_00056		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	34324	35076	+	GCA_026239475_00057		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U1K9
contig_1	cds	35131	36270	+	GCA_026239475_00058		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1J0U1J6, UniRef:UniRef90_A0A3S0TLC0
contig_1	cds	36379	37542	+	GCA_026239475_00059	rmuC	DNA recombination protein RmuC	SO:0001217, UniRef:UniRef50_R4UIK9
contig_1	cds	37702	38130	+	GCA_026239475_00060		NADP-dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_W6AMM2
contig_1	cds	38171	38422	+	GCA_026239475_00061		Putative aldo/keto reductase n-terminal and c-terminal truncated oxidoreductase protein	SO:0001217, UniRef:UniRef50_Q14LU7
contig_1	cds	38451	38717	+	GCA_026239475_00062		hypothetical protein	
contig_1	cds	38865	38984	-	GCA_026239475_00063		IS3 family transposase	SO:0001217, UniRef:UniRef50_A0A841YXE4
contig_1	cds	39043	39267	+	GCA_026239475_00064		hypothetical protein	
contig_1	cds	39207	39386	-	GCA_026239475_00065		hypothetical protein	
contig_1	cds	39735	39872	-	GCA_026239475_00066		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SL73
contig_1	cds	40108	40479	-	GCA_026239475_00067		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FCQ3
contig_1	cds	41141	41278	+	GCA_026239475_00068		(pseudo) 50S ribosomal protein L29	SO:0001217, UniRef:UniRef50_A0A345DQB2, UniRef:UniRef90_A0A345DQB2
contig_1	cds	41636	44458	+	GCA_026239475_00069		Putative cation transporting P-type atpase protein	SO:0001217, UniRef:UniRef50_Q6MTV6, UniRef:UniRef90_Q14N79
contig_1	cds	46306	46653	-	GCA_026239475_00070		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EM05
contig_1	cds	46681	47133	-	GCA_026239475_00071		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_1	cds	47153	47359	-	GCA_026239475_00072		hypothetical protein	
contig_1	cds	47364	48068	-	GCA_026239475_00073		Adhesin P58	SO:0001217, UniRef:UniRef50_A0A345DM49
contig_1	cds	48028	48882	-	GCA_026239475_00074		(pseudo) Adhesin P58	KEGG:K06909, SO:0001217, UniRef:UniRef50_A0AAJ4JYU0, UniRef:UniRef90_A0AAJ4JYU0
