#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	26576	28483	+	GCF_001262715_00028	74.6	4.6		RefSeq:WP_075047890.1, SO:0001217, UniParc:UPI0006A2CE6F, UniRef:UniRef100_A0A0K1P4R7, UniRef:UniRef50_A0A0K1P4R7, UniRef:UniRef90_A0A0K1P4R7
contig_1	136958	137083	+	GCF_001262715_00129	5.0	4.5		RefSeq:WP_257719730.1, SO:0001217, UniParc:UPI0006A27874, UniRef:UniRef100_A0A0K1W0T4, UniRef:UniRef50_S5MIS9, UniRef:UniRef90_A0A0K1W0T4
contig_1	143573	144136	+	GCF_001262715_00143	22.6	10.0		
contig_1	148390	148638	+	GCF_001262715_00148	9.1	5.1		RefSeq:WP_075047983.1, SO:0001217, UniParc:UPI0006A2A5D7, UniRef:UniRef100_A0A0K1P4Z0, UniRef:UniRef50_S5MEC8, UniRef:UniRef90_A0A0K1P4Z0
contig_1	159872	160297	+	GCF_001262715_00159	17.0	9.1		RefSeq:WP_075047993.1, SO:0001217, UniParc:UPI0006A2E3A2, UniRef:UniRef100_A0A0K1P643, UniRef:UniRef50_A0A0K1P643, UniRef:UniRef90_A0A0K1P643
contig_1	165550	166389	+	GCF_001262715_00169	32.3	9.3		RefSeq:WP_075048001.1, SO:0001217, UniParc:UPI0006A2C611, UniRef:UniRef100_A0A0K1P532, UniRef:UniRef50_A0A0K1P532, UniRef:UniRef90_A0A0K1P532
contig_1	166409	167104	+	GCF_001262715_00170	27.7	9.4		RefSeq:WP_075048002.1, SO:0001217, UniParc:UPI0006A28334, UniRef:UniRef100_A0A0K1P506, UniRef:UniRef50_A0A0K1W0I6, UniRef:UniRef90_A0A0K1P506
contig_1	169372	170097	+	GCF_001262715_00174	27.8	5.7		RefSeq:WP_075048006.1, SO:0001217, UniParc:UPI0006A29A8C, UniRef:UniRef100_A0A0K1P537, UniRef:UniRef50_A0A222EN61, UniRef:UniRef90_A0A0K1P537
contig_1	174577	174867	+	GCF_001262715_00179	11.3	9.6		RefSeq:WP_075048011.1, SO:0001217, UniParc:UPI000742FE74, UniRef:UniRef100_UPI000742FE74, UniRef:UniRef50_A0A0K1W0Y4, UniRef:UniRef90_UPI000742FE74
contig_1	189286	190059	+	GCF_001262715_00190	30.9	8.8		RefSeq:WP_075048022.1, SO:0001217, UniParc:UPI0006A2D399, UniRef:UniRef100_A0A0K1P523, UniRef:UniRef50_A0A0K1P523, UniRef:UniRef90_A0A0K1P523
contig_1	224204	224569	+	GCF_001262715_00223	14.6	6.7		RefSeq:WP_075048050.1, SO:0001217, UniParc:UPI0006A29125, UniRef:UniRef100_A0A0K1P6E8, UniRef:UniRef50_S5MHY7, UniRef:UniRef90_A0A0K1P6E8
contig_1	248584	249642	+	GCF_001262715_00246	41.4	9.3		RefSeq:WP_075048073.1, SO:0001217, UniParc:UPI0006A2B29F, UniRef:UniRef100_A0A0K1P5A3, UniRef:UniRef50_A0A0K1W126, UniRef:UniRef90_A0A0K1P5A3
contig_1	262785	263114	+	GCF_001262715_00257	13.1	7.8		RefSeq:WP_075048081.1, SO:0001217, UniParc:UPI0006A2D663, UniRef:UniRef100_A0A0K1P5L7, UniRef:UniRef50_A0A0K1P5L7, UniRef:UniRef90_A0A0K1P5L7
contig_1	280426	280773	+	GCF_001262715_00271	13.5	5.6		RefSeq:WP_075048094.1, SO:0001217, UniParc:UPI0006A313B7, UniRef:UniRef100_A0A0K1P5D9, UniRef:UniRef50_A0A0K1P5D9, UniRef:UniRef90_A0A0K1P5D9
contig_1	287423	287545	+	GCF_001262715_00277	4.6	8.1		
contig_1	287666	287944	+	GCF_001262715_00278	11.1	6.7		RefSeq:WP_075048100.1, SO:0001217, UniParc:UPI0006A29243, UniRef:UniRef100_A0A0K1P5Q6, UniRef:UniRef50_A0A0K1P5Q6, UniRef:UniRef90_A0A0K1P5Q6
contig_1	307870	308232	+	GCF_001262715_00300	14.0	6.6		RefSeq:WP_075048116.1, SO:0001217, UniParc:UPI0006A29FCB, UniRef:UniRef100_A0A0K1P5F3, UniRef:UniRef50_A0A0K1P5F3, UniRef:UniRef90_A0A0K1P5F3
contig_1	309591	310292	+	GCF_001262715_00304	28.3	4.8		RefSeq:WP_075048119.1, SO:0001217, UniParc:UPI0006A317CD, UniRef:UniRef100_A0A0K1P5S5, UniRef:UniRef50_A0A0K1P5S5, UniRef:UniRef90_A0A0K1P5S5
