# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1218	1487	-	GCF_018831625_00001		hypothetical protein	RefSeq:WP_215826253.1, SO:0001217, UniParc:UPI001C05A601, UniRef:UniRef100_UPI001C05A601, UniRef:UniRef50_UPI001C05A601, UniRef:UniRef90_UPI001C05A601
contig_1	cds	1761	2033	-	GCF_018831625_00002		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313C3DD2
contig_1	cds	2184	2558	-	GCF_018831625_00003		hypothetical protein	RefSeq:WP_215826254.1, SO:0001217, UniParc:UPI001C049F5F, UniRef:UniRef100_UPI001C049F5F, UniRef:UniRef50_UPI001C049CC5, UniRef:UniRef90_UPI001C049F5F
contig_1	cds	2664	3185	-	GCF_018831625_00004		hypothetical protein	RefSeq:WP_215826255.1, SO:0001217, UniParc:UPI001C04BE58, UniRef:UniRef100_UPI001C04BE58, UniRef:UniRef50_UPI001C04B1E8, UniRef:UniRef90_UPI001C04B1E8
contig_1	cds	3385	3657	-	GCF_018831625_00005		hypothetical protein	RefSeq:WP_215825961.1, SO:0001217, UniParc:UPI001C05D7CB, UniRef:UniRef100_UPI001C05D7CB, UniRef:UniRef50_UPI00313AABF7, UniRef:UniRef90_UPI00313AABF7
contig_1	cds	3688	5169	-	GCF_018831625_00006		hypothetical protein	RefSeq:WP_215826256.1, SO:0001217, UniParc:UPI001C040B9E, UniRef:UniRef100_UPI001C040B9E, UniRef:UniRef50_UPI001C040B9E, UniRef:UniRef90_UPI001C040B9E
contig_1	cds	5173	5790	-	GCF_018831625_00007		hypothetical protein	RefSeq:WP_215826230.1, SO:0001217, UniParc:UPI001C048F59, UniRef:UniRef100_UPI001C048F59, UniRef:UniRef50_UPI001C048F59, UniRef:UniRef90_UPI001C048F59
contig_1	cds	5969	6817	-	GCF_018831625_00008		hypothetical protein	RefSeq:WP_215826257.1, SO:0001217, UniParc:UPI001C03AEE5, UniRef:UniRef100_UPI001C03AEE5, UniRef:UniRef50_UPI001C04805C, UniRef:UniRef90_UPI001C04805C
contig_1	cds	6858	7730	-	GCF_018831625_00009		hypothetical protein	RefSeq:WP_215826258.1, SO:0001217, UniParc:UPI001C048726, UniRef:UniRef100_UPI001C048726, UniRef:UniRef50_UPI00313E2F31, UniRef:UniRef90_UPI00313E2F31
contig_1	cds	7733	8239	-	GCF_018831625_00010		hypothetical protein	RefSeq:WP_215826233.1, SO:0001217, UniParc:UPI001C05E113, UniRef:UniRef100_UPI001C05E113, UniRef:UniRef50_UPI00313DAC0E, UniRef:UniRef90_UPI00313DAC0E
contig_1	cds	8319	8684	-	GCF_018831625_00011		hypothetical protein	RefSeq:WP_215826234.1, SO:0001217, UniParc:UPI001C04B918, UniRef:UniRef100_UPI001C04B918, UniRef:UniRef50_UPI00313CC878, UniRef:UniRef90_UPI00313CC878
contig_1	cds	8662	9105	-	GCF_018831625_00012		hypothetical protein	RefSeq:WP_215826259.1, SO:0001217, UniParc:UPI001C04E72A, UniRef:UniRef100_UPI001C04E72A, UniRef:UniRef50_UPI001C046213, UniRef:UniRef90_UPI001C046213
contig_1	cds	9131	9229	-	GCF_018831625_00013		hypothetical protein	
contig_1	cds	9213	9752	-	GCF_018831625_00014		Sugar-phospahte nucleotidyltransferase	RefSeq:WP_215826236.1, SO:0001217, UniParc:UPI001C042918, UniRef:UniRef100_UPI001C042918, UniRef:UniRef50_A0A2K8NYV5, UniRef:UniRef90_UPI00313C705E
contig_1	cds	9909	10028	-	GCF_018831625_00015		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313DE69A, UniRef:UniRef90_UPI001C03CABD
contig_1	cds	10032	10256	-	GCF_018831625_00016		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313C294A, UniRef:UniRef90_UPI00313C294A
contig_1	cds	10475	10657	-	GCF_018831625_00017		(pseudo) hypothetical protein	RefSeq:WP_215825949.1, SO:0001217, UniParc:UPI001C0594B6, UniRef:UniRef100_UPI001C057B16, UniRef:UniRef50_UPI001C03F7CD, UniRef:UniRef90_UPI00313AE069
contig_1	cds	11366	11515	+	GCF_018831625_00018		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D36ECA, UniRef:UniRef50_UPI00313C63F8, UniRef:UniRef90_UPI001C05BC5B
contig_1	cds	11672	12007	+	GCF_018831625_00019		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313BF3F8, UniRef:UniRef90_UPI001C04BCEB
contig_1	cds	12038	12148	+	GCF_018831625_00020		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313D2DE7, UniRef:UniRef90_UPI0030CC245C
contig_1	cds	12260	12409	+	GCF_018831625_00021		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313E5CC1
contig_1	cds	12415	12645	+	GCF_018831625_00022		hypothetical protein	RefSeq:WP_215826241.1, SO:0001217, UniParc:UPI001C050290, UniRef:UniRef100_UPI001C050290, UniRef:UniRef50_UPI001C03D506, UniRef:UniRef90_UPI001C050290
contig_1	cds	12661	12903	+	GCF_018831625_00023		hypothetical protein	RefSeq:WP_215826242.1, SO:0001217, UniParc:UPI001C05DE0E, UniRef:UniRef100_UPI001C05DE0E, UniRef:UniRef50_UPI00313F1CA1, UniRef:UniRef90_UPI001C051BEB
contig_1	cds	12935	13924	+	GCF_018831625_00024		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00313B0455, UniRef:UniRef90_UPI001C041BAE
contig_1	cds	13938	14264	+	GCF_018831625_00025		hypothetical protein	RefSeq:WP_215826263.1, SO:0001217, UniParc:UPI001C05B029, UniRef:UniRef100_UPI001C05B029, UniRef:UniRef50_UPI00313BF3B6, UniRef:UniRef90_UPI00313D67C3
