# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1010	+	GCF_040369795_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	SO:0001217, UniRef:UniRef50_UPI00313D5A90
contig_1	cds	1188	2375	+	GCF_040369795_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_353306306.1, SO:0001217, UniParc:UPI00324B7C51, UniRef:UniRef100_UPI00324B7C51, UniRef:UniRef50_UPI0013C8FC25, UniRef:UniRef90_UPI0013C8FC25
contig_1	cds	2450	2575	+	GCF_040369795_00003		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0024900DCB, UniRef:UniRef90_UPI0024900DCB
contig_1	cds	2899	2997	+	GCF_040369795_00004		hypothetical protein	
contig_1	cds	3344	3460	+	GCF_040369795_00005		(pseudo) transposase	SO:0001217, UniRef:UniRef50_UPI00207989AD, UniRef:UniRef90_UPI0032445966
contig_1	cds	3485	3898	+	GCF_040369795_00006		transposase	RefSeq:WP_353306309.1, SO:0001217, UniParc:UPI00324F65D8, UniRef:UniRef100_UPI00324F65D8, UniRef:UniRef50_A0A0F3MS56, UniRef:UniRef90_UPI00324CC796
contig_1	cds	4028	4153	+	GCF_040369795_00007		hypothetical protein	
contig_1	cds	4236	4658	+	GCF_040369795_00008		transposase family protein	RefSeq:WP_353306310.1, SO:0001217, UniParc:UPI003251B8E6, UniRef:UniRef100_UPI0032460542, UniRef:UniRef50_UPI00324E185D, UniRef:UniRef90_UPI00324E185D
contig_1	cds	4678	5088	+	GCF_040369795_00009		transposase family protein	RefSeq:WP_353305744.1, SO:0001217, UniParc:UPI0032484D15, UniRef:UniRef100_UPI0032484D15, UniRef:UniRef50_UPI0030CA6D2B, UniRef:UniRef90_UPI003252A703
contig_1	cds	5284	5511	+	GCF_040369795_00010		transposase	RefSeq:WP_353306311.1, SO:0001217, UniParc:UPI0032453EFE, UniRef:UniRef100_UPI0032453EFE, UniRef:UniRef50_UPI00207B0068, UniRef:UniRef90_UPI0032453EFE
contig_1	cds	5605	5736	+	GCF_040369795_00011		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00248F697D, UniRef:UniRef90_UPI00313B026A
contig_1	cds	6022	6465	+	GCF_040369795_00012		IS1595 family transposase	SO:0001217, UniRef:UniRef50_UPI003246FD1B, UniRef:UniRef90_UPI003246FD1B
contig_1	cds	6466	7077	-	GCF_040369795_00013		IS630 family transposase	GO:0004803, RefSeq:WP_353306313.1, SO:0001217, UniParc:UPI0032534D5C, UniRef:UniRef100_UPI0032534D5C, UniRef:UniRef50_UPI0032528B80, UniRef:UniRef90_UPI0032528B80
contig_1	cds	7141	7290	-	GCF_040369795_00014		(pseudo) IS630 transposase-related protein	SO:0001217, UniRef:UniRef50_A0A218KM30, UniRef:UniRef90_UPI0032551F9D
contig_1	cds	7772	9691	+	GCF_040369795_00015	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, SO:0001217, UniRef:UniRef50_A0A9D7YHK9, UniRef:UniRef90_UPI0030D6274A
contig_1	cds	9723	12212	+	GCF_040369795_00016	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_353306315.1, SO:0001217, UniParc:UPI00324AA88F, UniRef:UniRef100_UPI00324AA88F, UniRef:UniRef50_A0A846U0L5, UniRef:UniRef90_A0A411NKC5
