# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3	1010	+	GCF_040369795_00001	357.0	4.4e-120	0.857	0.908	0.641	UniRef:UniRef90_UPI00313D5A90
contig_1	cds	1188	2375	+	GCF_040369795_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B7C51
contig_1	cds	2450	2575	+	GCF_040369795_00003	-	-	-	-	-	-
contig_1	cds	2899	2997	+	GCF_040369795_00004	-	-	-	-	-	-
contig_1	cds	3344	3460	+	GCF_040369795_00005	-	-	-	-	-	-
contig_1	cds	3485	3898	+	GCF_040369795_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324F65D8
contig_1	cds	4028	4153	+	GCF_040369795_00007	-	-	-	-	-	-
contig_1	cds	4236	4658	+	GCF_040369795_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032460542
contig_1	cds	4678	5088	+	GCF_040369795_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032484D15
contig_1	cds	5284	5511	+	GCF_040369795_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032453EFE
contig_1	cds	5605	5736	+	GCF_040369795_00011	92.0	7.0e-24	1.0	0.827	0.977	UniRef:UniRef90_UPI00313B026A
contig_1	cds	6022	6465	+	GCF_040369795_00012	299.0	1.0e-102	1.0	0.891	0.966	UniRef:UniRef90_UPI003246FD1B
contig_1	cds	6466	7077	-	GCF_040369795_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032534D5C
contig_1	cds	7141	7290	-	GCF_040369795_00014	-	-	-	-	-	-
contig_1	cds	7772	9691	+	GCF_040369795_00015	1249.0	0.0	1.0	0.995	0.983	UniRef:UniRef90_UPI0030D6274A
contig_1	cds	9723	12212	+	GCF_040369795_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324AA88F
contig_1	cds	12229	13494	+	GCF_040369795_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324EB7CE
contig_1	ncRNA	13563	13657	+	GCF_040369795_00018	61.8	1.7e-10	-	-	-	RFAM:RF00169
contig_1	cds	13683	14129	+	GCF_040369795_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032540B42
contig_1	cds	14195	15961	+	GCF_040369795_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324DC084
contig_1	cds	15982	16251	+	GCF_040369795_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032434ADE
contig_1	cds	16290	16964	+	GCF_040369795_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032519265
contig_1	cds	16951	17916	+	GCF_040369795_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003246E618
contig_1	cds	17920	18648	+	GCF_040369795_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003244FDAA
contig_1	cds	18681	19970	+	GCF_040369795_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B127C
contig_1	cds	20008	22029	+	GCF_040369795_00026	1249.0	0.0	1.001	1.0	0.981	UniRef:UniRef90_UPI0013C78AA9
contig_1	cds	22152	22730	+	GCF_040369795_00027	362.0	1.7e-126	0.990	0.984	0.974	UniRef:UniRef90_UPI00157AECE8
contig_1	cds	22868	26092	+	GCF_040369795_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003340486F
contig_1	cds	26189	27202	+	GCF_040369795_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0033406147
contig_1	cds	27268	27402	+	GCF_040369795_00030	-	-	-	-	-	-
contig_1	cds	28021	29640	+	GCF_040369795_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0033429AF3
contig_1	cds	29864	30133	+	GCF_040369795_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324F50C0
contig_1	cds	30155	30334	+	GCF_040369795_00033	-	-	-	-	-	-
contig_1	cds	30461	30688	+	GCF_040369795_00034	-	-	-	-	-	-
contig_1	cds	30760	30951	+	GCF_040369795_00035	68.9	3.8e-14	1.0	0.875	0.556	UniRef:UniRef90_UPI0030D4AE44
contig_1	cds	31449	31589	+	GCF_040369795_00036	78.2	2.3e-18	0.978	0.938	0.822	UniRef:UniRef90_A0A2P6FA02
contig_1	cds	31946	32311	+	GCF_040369795_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324531C9
contig_1	cds	32801	33088	+	GCF_040369795_00038	171.0	7.0e-54	1.0	0.913	1.0	UniRef:UniRef90_UPI003250E2C9
contig_1	cds	33182	33367	+	GCF_040369795_00039	103.0	4.6e-28	0.951	1.0	0.931	UniRef:UniRef90_UPI0024C664E7
contig_1	cds	33669	34361	-	GCF_040369795_00040	440.0	2.6e-155	1.0	0.833	0.943	UniRef:UniRef90_UPI00313E07AF
contig_1	cds	34500	34802	-	GCF_040369795_00041	149.0	6.9e-45	0.830	0.856	0.928	UniRef:UniRef90_UPI00313E5EA3
contig_1	cds	34998	35258	-	GCF_040369795_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324556D6
contig_1	cds	35429	35644	-	GCF_040369795_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032460542
contig_1	cds	35587	35850	-	GCF_040369795_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324815BD
contig_1	cds	35933	36370	-	GCF_040369795_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032477397
contig_1	cds	36659	37066	-	GCF_040369795_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032487C2E
contig_1	cds	37074	37430	-	GCF_040369795_00047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003256409C
contig_1	cds	37594	37719	-	GCF_040369795_00048	-	-	-	-	-	-
contig_1	cds	37966	38778	+	GCF_040369795_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00325588F4
contig_1	cds	38778	39251	+	GCF_040369795_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032548268
contig_1	cds	39264	39935	+	GCF_040369795_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032529E28
contig_1	cds	40046	40993	+	GCF_040369795_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032566F30
contig_1	cds	41012	42136	+	GCF_040369795_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324A5325
contig_1	cds	42137	42847	+	GCF_040369795_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324F1327
contig_1	cds	43014	43346	+	GCF_040369795_00055	186.0	1.8e-59	0.900	0.990	1.0	UniRef:UniRef90_UPI003340FCA1
contig_1	cds	43517	43906	+	GCF_040369795_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032430E7B
contig_1	cds	44117	44263	+	GCF_040369795_00057	-	-	-	-	-	-
contig_1	cds	44330	44797	+	GCF_040369795_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324A1CEB
contig_1	cds	44855	45358	+	GCF_040369795_00059	286.0	4.9e-97	0.982	0.891	0.921	UniRef:UniRef90_UPI00313AE225
contig_1	cds	45539	45901	+	GCF_040369795_00060	204.0	2.2e-66	0.867	0.990	0.952	UniRef:UniRef90_UPI002492F038
contig_1	cds	46050	46181	+	GCF_040369795_00061	92.0	7.0e-24	1.0	0.827	0.977	UniRef:UniRef90_UPI00313B026A
contig_1	cds	46168	46491	-	GCF_040369795_00062	177.0	4.3e-56	0.841	0.857	0.956	UniRef:UniRef90_UPI002492F038
contig_1	cds	46917	47339	+	GCF_040369795_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032460542
contig_1	cds	47510	47779	+	GCF_040369795_00064	158.0	7.6e-49	0.910	0.802	0.988	UniRef:UniRef90_UPI00333E459B
contig_1	cds	47941	48246	+	GCF_040369795_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00333F68F9
contig_1	cds	48429	48806	-	GCF_040369795_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032510C64
contig_1	cds	49154	49552	+	GCF_040369795_00067	217.0	5.6e-71	0.886	0.886	0.940	UniRef:UniRef90_UPI00333FBC93
contig_1	cds	49562	49900	+	GCF_040369795_00068	221.0	7.5e-73	1.0	0.918	0.938	UniRef:UniRef90_UPI0030CD6E77
contig_1	cds	50071	51411	-	GCF_040369795_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0027AA74CB
contig_1	cds	51414	51857	-	GCF_040369795_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D4A345
contig_1	cds	51890	53887	-	GCF_040369795_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B9E0E
contig_1	cds	54079	54309	-	GCF_040369795_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00157BA891
contig_1	cds	54322	54825	-	GCF_040369795_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324ABE82
contig_1	cds	54880	55383	-	GCF_040369795_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003254285A
contig_1	cds	55612	55953	+	GCF_040369795_00075	213.0	6.2e-70	0.982	1.0	1.0	UniRef:UniRef90_UPI003340A756
contig_1	cds	56032	56157	+	GCF_040369795_00076	-	-	-	-	-	-
contig_1	cds	56195	56491	+	GCF_040369795_00077	183.0	1.9e-58	0.990	0.970	0.938	UniRef:UniRef90_UPI00324BABD6
contig_1	cds	56479	56583	+	GCF_040369795_00078	-	-	-	-	-	-
contig_1	cds	56595	56855	+	GCF_040369795_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CD94D
contig_1	cds	57028	57540	+	GCF_040369795_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003246571A
contig_1	cds	57791	57904	+	GCF_040369795_00081	-	-	-	-	-	-
contig_1	cds	58091	58351	-	GCF_040369795_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CD94D
contig_1	cds	58560	58751	-	GCF_040369795_00083	129.0	4.9e-38	1.0	0.984	0.984	UniRef:UniRef90_UPI00324C4FAB
contig_1	cds	58789	58914	-	GCF_040369795_00084	-	-	-	-	-	-
contig_1	cds	59220	60044	+	GCF_040369795_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003251D08A
contig_1	cds	60045	60596	-	GCF_040369795_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324759E2
contig_1	cds	60640	61140	-	GCF_040369795_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324A2AAA
contig_1	cds	61296	61640	+	GCF_040369795_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032469040
contig_1	cds	61821	62144	+	GCF_040369795_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003247E7AB
contig_1	cds	62157	62645	+	GCF_040369795_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032502B80
contig_1	cds	62708	63196	+	GCF_040369795_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003245BDAD
contig_1	cds	63197	63304	-	GCF_040369795_00092	-	-	-	-	-	-
contig_1	cds	63362	63460	-	GCF_040369795_00093	-	-	-	-	-	-
contig_1	cds	63600	63938	-	GCF_040369795_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324BB0E1
contig_1	cds	64089	64982	-	GCF_040369795_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032568B5A
contig_1	cds	65040	65693	-	GCF_040369795_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003249B793
contig_1	cds	66000	66575	-	GCF_040369795_00097	344.0	3.5e-119	1.0	0.941	0.979	UniRef:UniRef90_UPI00333E5BF4
contig_1	cds	66665	67255	-	GCF_040369795_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032513BEE
contig_1	cds	67347	67769	+	GCF_040369795_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003246410C
contig_1	cds	67940	68200	+	GCF_040369795_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CD94D
contig_1	cds	68642	68920	-	GCF_040369795_00101	182.0	4.7e-58	1.0	0.885	1.0	UniRef:UniRef90_UPI00157B2ECC
contig_1	cds	68991	69482	-	GCF_040369795_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324D36F8
contig_1	cds	69523	69882	-	GCF_040369795_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032443294
contig_1	cds	70651	70824	+	GCF_040369795_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003244FC20
contig_1	cds	70812	71051	+	GCF_040369795_00105	159.0	9.3e-50	1.0	0.988	1.0	UniRef:UniRef90_UPI0032508263
contig_1	cds	71048	72283	-	GCF_040369795_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324FEA98
contig_1	cds	72341	72994	-	GCF_040369795_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003253817D
contig_1	cds	72994	73170	-	GCF_040369795_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324F672E
contig_1	cds	73299	73874	-	GCF_040369795_00109	352.0	2.2e-122	1.0	0.941	1.0	UniRef:UniRef90_UPI00333E5BF4
contig_1	cds	73964	74458	-	GCF_040369795_00110	314.0	9.9e-108	1.0	0.837	1.0	UniRef:UniRef90_UPI0032513BEE
contig_1	cds	74461	74553	-	GCF_040369795_00111	-	-	-	-	-	-
contig_1	cds	74645	74992	+	GCF_040369795_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032536105
contig_1	cds	74970	75497	+	GCF_040369795_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B6F6F
contig_1	cds	75940	76218	-	GCF_040369795_00114	174.0	3.7e-55	1.0	0.885	0.967	UniRef:UniRef90_UPI00157B2ECC
contig_1	cds	76289	77179	-	GCF_040369795_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032488657
contig_1	cds	77948	78349	+	GCF_040369795_00116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003253DDFC
contig_1	cds	78346	78477	-	GCF_040369795_00117	92.0	7.0e-24	1.0	0.827	0.977	UniRef:UniRef90_UPI00313B026A
contig_1	cds	78520	79443	-	GCF_040369795_00118	584.0	3.4e-209	0.997	0.812	0.971	UniRef:UniRef90_UPI0033417BE3
contig_1	cds	79468	79584	-	GCF_040369795_00119	-	-	-	-	-	-
contig_1	cds	79796	80320	-	GCF_040369795_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003245E7D9
contig_1	cds	80412	80675	+	GCF_040369795_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324815BD
contig_1	cds	80618	80764	+	GCF_040369795_00122	-	-	-	-	-	-
contig_1	cds	80857	80961	+	GCF_040369795_00123	-	-	-	-	-	-
contig_1	cds	80973	81233	+	GCF_040369795_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CD94D
contig_1	cds	81420	82775	-	GCF_040369795_00125	580.0	5.4e-204	1.0	0.970	0.945	UniRef:UniRef90_UPI003340181A
contig_1	cds	82814	83212	-	GCF_040369795_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003254FCC3
contig_1	cds	83218	84072	-	GCF_040369795_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324ABF24
contig_1	cds	84181	84417	-	GCF_040369795_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324AEEF9
contig_1	cds	85261	85602	-	GCF_040369795_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CC953
contig_1	cds	86197	86604	-	GCF_040369795_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003253C961
contig_1	cds	86628	86843	-	GCF_040369795_00131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B6927
contig_1	cds	87283	87753	-	GCF_040369795_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032448B5E
contig_1	cds	87845	88159	+	GCF_040369795_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0032497036
contig_1	cds	88289	88405	+	GCF_040369795_00134	-	-	-	-	-	-
contig_1	cds	88436	88696	+	GCF_040369795_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324CD94D
contig_1	cds	88892	89212	+	GCF_040369795_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00324B9C91
