# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	58	1857	+	GCF_902809815_00001		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00157A2922, UniRef:UniRef90_UPI00157A2922
contig_1	cds	1912	2163	+	GCF_902809815_00002		hypothetical protein	RefSeq:WP_174479899.1, SO:0001217, UniParc:UPI00157B837C, UniRef:UniRef100_UPI00157B837C, UniRef:UniRef50_UPI00157B837C, UniRef:UniRef90_UPI00157B837C
contig_1	cds	2332	4641	-	GCF_902809815_00003		ribosome-inactivating family protein	RefSeq:WP_174479900.1, SO:0001217, UniParc:UPI00157AF7EC, UniRef:UniRef100_UPI00157AF7EC, UniRef:UniRef50_UPI00157AF7EC, UniRef:UniRef90_UPI00157AF7EC
contig_1	cds	4839	5015	-	GCF_902809815_00004		hypothetical protein	RefSeq:WP_174479901.1, SO:0001217, UniParc:UPI0013C8596A, UniRef:UniRef100_UPI0013C8596A, UniRef:UniRef50_UPI00157AB6FE, UniRef:UniRef90_UPI0013C9F9D8
contig_1	cds	5019	5666	-	GCF_902809815_00005		hypothetical protein	RefSeq:WP_174479902.1, SO:0001217, UniParc:UPI0013CBD44C, UniRef:UniRef100_UPI0013CBD44C, UniRef:UniRef50_UPI0013CBD44C, UniRef:UniRef90_UPI0013CBD44C
contig_1	cds	5877	7115	+	GCF_902809815_00006		IS256 family transposase	GO:0004803, RefSeq:WP_174479903.1, SO:0001217, UniParc:UPI0013CA1FC3, UniRef:UniRef100_UPI0013CA1FC3, UniRef:UniRef50_A0A345JPG3, UniRef:UniRef90_UPI00157B7BC3
contig_1	cds	7102	7764	-	GCF_902809815_00007		ERF family protein	RefSeq:WP_174479904.1, SO:0001217, UniParc:UPI00157B2F23, UniRef:UniRef100_UPI00157B2F23, UniRef:UniRef50_UPI00157B50C8, UniRef:UniRef90_UPI00157AE729
contig_1	cds	7779	7949	-	GCF_902809815_00008		hypothetical protein	RefSeq:WP_174479905.1, SO:0001217, UniParc:UPI0013C5C33C, UniRef:UniRef100_UPI0013C5C33C, UniRef:UniRef50_UPI00157BAC96, UniRef:UniRef90_UPI0013C5C33C
contig_1	cds	8015	8170	-	GCF_902809815_00009		hypothetical protein	RefSeq:WP_174479906.1, SO:0001217, UniParc:UPI00157B568B, UniRef:UniRef100_UPI00157B568B, UniRef:UniRef50_UPI00157B568B, UniRef:UniRef90_UPI00157B568B
contig_1	cds	8173	8355	-	GCF_902809815_00010		hypothetical protein	RefSeq:WP_174479907.1, SO:0001217, UniParc:UPI00157B9604, UniRef:UniRef100_UPI00157B9604, UniRef:UniRef50_UPI0013C6D8DA, UniRef:UniRef90_UPI0013CC2C6E
contig_1	cds	8345	8467	-	GCF_902809815_00011		hypothetical protein	
contig_1	cds	8603	9091	-	GCF_902809815_00012		hypothetical protein	RefSeq:WP_174479908.1, SO:0001217, UniParc:UPI00157A23A9, UniRef:UniRef100_UPI00157A23A9, UniRef:UniRef50_UPI0013CD16B8, UniRef:UniRef90_UPI00157A23A9
contig_1	cds	9456	10382	+	GCF_902809815_00013		IS3 family transposase	GO:0004803, RefSeq:WP_174479909.1, SO:0001217, UniParc:UPI0013CCDE92, UniRef:UniRef100_UPI0013CCDE92, UniRef:UniRef50_UPI00157A4754, UniRef:UniRef90_UPI00157A4754
contig_1	cds	10521	11429	-	GCF_902809815_00014		ATP-binding cassette domain-containing protein	RefSeq:WP_174479910.1, SO:0001217, UniParc:UPI0013CC7A15, UniRef:UniRef100_UPI0013CC7A15, UniRef:UniRef50_UPI0013CC7A15, UniRef:UniRef90_UPI0013CC7A15
contig_1	cds	11443	13164	-	GCF_902809815_00015		ABC transporter permease	RefSeq:WP_174479911.1, SO:0001217, UniParc:UPI00157AE75C, UniRef:UniRef100_UPI00157AE75C, UniRef:UniRef50_UPI00157AE75C, UniRef:UniRef90_UPI00157AE75C
contig_1	cds	13502	13714	+	GCF_902809815_00016		hypothetical protein	RefSeq:WP_174479912.1, SO:0001217, UniParc:UPI00157B80B2, UniRef:UniRef100_UPI00157B80B2, UniRef:UniRef50_UPI00157B80B2, UniRef:UniRef90_UPI00157B80B2
contig_1	cds	13913	14194	+	GCF_902809815_00017		hypothetical protein	RefSeq:WP_174479913.1, SO:0001217, UniParc:UPI00157B4081, UniRef:UniRef100_UPI00157B4081, UniRef:UniRef50_UPI00157B4081, UniRef:UniRef90_UPI00157B4081
contig_1	cds	14728	16338	+	GCF_902809815_00018		hypothetical protein	RefSeq:WP_174479914.1, SO:0001217, UniParc:UPI00157B93D8, UniRef:UniRef100_UPI00157B93D8, UniRef:UniRef50_UPI00157B93D8, UniRef:UniRef90_UPI00157B93D8
contig_1	cds	16796	18037	+	GCF_902809815_00019		DEAD/DEAH box helicase	RefSeq:WP_174479915.1, SO:0001217, UniParc:UPI00157B3E82, UniRef:UniRef100_UPI00157B3E82, UniRef:UniRef50_A0A2P6FDE4, UniRef:UniRef90_UPI00157B3E82
contig_1	cds	18101	18256	-	GCF_902809815_00020		hypothetical protein	RefSeq:WP_174479916.1, SO:0001217, UniParc:UPI00157A45A8, UniRef:UniRef100_UPI00157A45A8, UniRef:UniRef50_UPI0030CBC6E0, UniRef:UniRef90_UPI0030CBC6E0
contig_1	cds	18416	20587	-	GCF_902809815_00021		hypothetical protein	RefSeq:WP_174479917.1, SO:0001217, UniParc:UPI00157B8F0D, UniRef:UniRef100_UPI00157B8F0D, UniRef:UniRef50_UPI00157B8F0D, UniRef:UniRef90_UPI00157B8F0D
contig_1	cds	20784	21644	-	GCF_902809815_00022		ribonuclease HIII	RefSeq:WP_174479918.1, SO:0001217, UniParc:UPI0013C57101, UniRef:UniRef100_UPI0013C57101, UniRef:UniRef50_UPI0013C57101, UniRef:UniRef90_UPI0013C57101
contig_1	cds	21776	22096	+	GCF_902809815_00023		holo-ACP synthase	RefSeq:WP_174479919.1, SO:0001217, UniParc:UPI00121608CC, UniRef:UniRef100_UPI00121608CC, UniRef:UniRef50_A0A846TVW4, UniRef:UniRef90_UPI00324F47AE
contig_1	cds	22125	23432	+	GCF_902809815_00024		thymidine phosphorylase	EC:2.4.2.4, GO:0006206, RefSeq:WP_174479920.1, SO:0001217, UniParc:UPI0013CACC83, UniRef:UniRef100_UPI0013CACC83, UniRef:UniRef50_A0A2P6FC38, UniRef:UniRef90_UPI0013CACC83
