#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	58	1857	+	GCF_902809815_00001	67.6	5.4		SO:0001217, UniRef:UniRef50_UPI00157A2922, UniRef:UniRef90_UPI00157A2922
contig_1	1912	2163	+	GCF_902809815_00002	9.8	9.7		RefSeq:WP_174479899.1, SO:0001217, UniParc:UPI00157B837C, UniRef:UniRef100_UPI00157B837C, UniRef:UniRef50_UPI00157B837C, UniRef:UniRef90_UPI00157B837C
contig_1	4839	5015	-	GCF_902809815_00004	7.0	9.6		RefSeq:WP_174479901.1, SO:0001217, UniParc:UPI0013C8596A, UniRef:UniRef100_UPI0013C8596A, UniRef:UniRef50_UPI00157AB6FE, UniRef:UniRef90_UPI0013C9F9D8
contig_1	5019	5666	-	GCF_902809815_00005	25.9	6.3		RefSeq:WP_174479902.1, SO:0001217, UniParc:UPI0013CBD44C, UniRef:UniRef100_UPI0013CBD44C, UniRef:UniRef50_UPI0013CBD44C, UniRef:UniRef90_UPI0013CBD44C
contig_1	7779	7949	-	GCF_902809815_00008	6.7	9.7		RefSeq:WP_174479905.1, SO:0001217, UniParc:UPI0013C5C33C, UniRef:UniRef100_UPI0013C5C33C, UniRef:UniRef50_UPI00157BAC96, UniRef:UniRef90_UPI0013C5C33C
contig_1	8015	8170	-	GCF_902809815_00009	6.1	4.1		RefSeq:WP_174479906.1, SO:0001217, UniParc:UPI00157B568B, UniRef:UniRef100_UPI00157B568B, UniRef:UniRef50_UPI00157B568B, UniRef:UniRef90_UPI00157B568B
contig_1	8173	8355	-	GCF_902809815_00010	7.5	4.2		RefSeq:WP_174479907.1, SO:0001217, UniParc:UPI00157B9604, UniRef:UniRef100_UPI00157B9604, UniRef:UniRef50_UPI0013C6D8DA, UniRef:UniRef90_UPI0013CC2C6E
contig_1	8345	8467	-	GCF_902809815_00011	4.8	8.7		
contig_1	8603	9091	-	GCF_902809815_00012	19.4	8.6		RefSeq:WP_174479908.1, SO:0001217, UniParc:UPI00157A23A9, UniRef:UniRef100_UPI00157A23A9, UniRef:UniRef50_UPI0013CD16B8, UniRef:UniRef90_UPI00157A23A9
contig_1	13502	13714	+	GCF_902809815_00016	7.5	8.2		RefSeq:WP_174479912.1, SO:0001217, UniParc:UPI00157B80B2, UniRef:UniRef100_UPI00157B80B2, UniRef:UniRef50_UPI00157B80B2, UniRef:UniRef90_UPI00157B80B2
contig_1	13913	14194	+	GCF_902809815_00017	11.0	9.5		RefSeq:WP_174479913.1, SO:0001217, UniParc:UPI00157B4081, UniRef:UniRef100_UPI00157B4081, UniRef:UniRef50_UPI00157B4081, UniRef:UniRef90_UPI00157B4081
contig_1	14728	16338	+	GCF_902809815_00018	60.0	5.1		RefSeq:WP_174479914.1, SO:0001217, UniParc:UPI00157B93D8, UniRef:UniRef100_UPI00157B93D8, UniRef:UniRef50_UPI00157B93D8, UniRef:UniRef90_UPI00157B93D8
contig_1	18101	18256	-	GCF_902809815_00020	6.2	9.7		RefSeq:WP_174479916.1, SO:0001217, UniParc:UPI00157A45A8, UniRef:UniRef100_UPI00157A45A8, UniRef:UniRef50_UPI0030CBC6E0, UniRef:UniRef90_UPI0030CBC6E0
contig_1	18416	20587	-	GCF_902809815_00021	84.0	5.3		RefSeq:WP_174479917.1, SO:0001217, UniParc:UPI00157B8F0D, UniRef:UniRef100_UPI00157B8F0D, UniRef:UniRef50_UPI00157B8F0D, UniRef:UniRef90_UPI00157B8F0D
contig_1	23507	24823	+	GCF_902809815_00025	48.8	5.2		RefSeq:WP_174479921.1, SO:0001217, UniParc:UPI00157AFEBF, UniRef:UniRef100_UPI00157AFEBF, UniRef:UniRef50_A0A0L0UNB7, UniRef:UniRef90_UPI00157AFEBF
contig_1	28609	28977	+	GCF_902809815_00030	14.9	9.4		RefSeq:WP_174479926.1, SO:0001217, UniParc:UPI00157B813C, UniRef:UniRef100_UPI00157B813C, UniRef:UniRef50_UPI00157B813C, UniRef:UniRef90_UPI00157B813C
contig_1	30371	30646	+	GCF_902809815_00032	10.5	9.0		RefSeq:WP_174479928.1, SO:0001217, UniParc:UPI00157A9549, UniRef:UniRef100_UPI00157A9549, UniRef:UniRef50_UPI0013C94FFD, UniRef:UniRef90_UPI0013C94FFD
contig_1	30707	30910	+	GCF_902809815_00033	7.9	8.5		RefSeq:WP_174479929.1, SO:0001217, UniParc:UPI00157B01A0, UniRef:UniRef100_UPI00157B01A0, UniRef:UniRef50_UPI00157B01A0, UniRef:UniRef90_UPI00157B01A0
contig_1	31128	31991	+	GCF_902809815_00034	31.9	4.7		RefSeq:WP_174479930.1, SO:0001217, UniParc:UPI0013C57130, UniRef:UniRef100_UPI0013C57130, UniRef:UniRef50_UPI00157A276D, UniRef:UniRef90_UPI00157A276D
contig_1	31993	32226	+	GCF_902809815_00035	9.5	9.1		RefSeq:WP_174479931.1, SO:0001217, UniParc:UPI00157A2799, UniRef:UniRef100_UPI00157A2799, UniRef:UniRef50_UPI00157B7EDF, UniRef:UniRef90_UPI00157A43A4
contig_1	33511	33798	+	GCF_902809815_00037	10.5	10.1		RefSeq:WP_174479933.1, SO:0001217, UniParc:UPI00157B1CA1, UniRef:UniRef100_UPI00157B1CA1, UniRef:UniRef50_UPI00157B1CA1, UniRef:UniRef90_UPI00157B1CA1
contig_1	33801	33998	+	GCF_902809815_00038	7.8	9.5		SO:0001217, UniRef:UniRef50_UPI0030CD34E5, UniRef:UniRef90_UPI0030CD34E5
contig_1	34008	34199	+	GCF_902809815_00039	7.5	5.4		RefSeq:WP_174479934.1, SO:0001217, UniParc:UPI00157B97A8, UniRef:UniRef100_UPI00157B97A8, UniRef:UniRef50_UPI00157AE0BA, UniRef:UniRef90_UPI0013CB96C3
contig_1	34202	35053	+	GCF_902809815_00040	33.3	5.1		RefSeq:WP_174479935.1, SO:0001217, UniParc:UPI00157A961B, UniRef:UniRef100_UPI00157A961B, UniRef:UniRef50_UPI0013CAA24E, UniRef:UniRef90_UPI00157A961B
contig_1	35016	35261	+	GCF_902809815_00041	9.3	6.5		SO:0001217, UniRef:UniRef50_UPI001E291EDA, UniRef:UniRef90_UPI001E291EDA
contig_1	36263	36733	+	GCF_902809815_00043	19.9	9.6		RefSeq:WP_174479938.1, SO:0001217, UniParc:UPI00157A50B7, UniRef:UniRef100_UPI00157A50B7, UniRef:UniRef50_UPI00157A50B7, UniRef:UniRef90_UPI00157A50B7
contig_1	36756	36995	+	GCF_902809815_00044	9.3	9.9		RefSeq:WP_174479939.1, SO:0001217, UniParc:UPI0013C5A68B, UniRef:UniRef100_UPI0013C5A68B, UniRef:UniRef50_UPI00313D6067, UniRef:UniRef90_UPI00313D6067
contig_1	42686	43057	-	GCF_902809815_00052	14.7	9.7		RefSeq:WP_174479944.1, SO:0001217, UniParc:UPI00157A25DE, UniRef:UniRef100_UPI00157A25DE, UniRef:UniRef50_UPI00157A25DE, UniRef:UniRef90_UPI00157A25DE
contig_1	43420	43641	-	GCF_902809815_00054	8.8	8.9		RefSeq:WP_174479946.1, SO:0001217, UniParc:UPI00157AC1BA, UniRef:UniRef100_UPI00157AC1BA, UniRef:UniRef50_UPI00157AC1BA, UniRef:UniRef90_UPI00157AC1BA
contig_1	45892	47166	+	GCF_902809815_00057	49.9	6.3		RefSeq:WP_174479949.1, SO:0001217, UniParc:UPI00157B6970, UniRef:UniRef100_UPI00157B6970, UniRef:UniRef50_UPI00157AFD7C, UniRef:UniRef90_UPI00157B6970
contig_1	49612	49989	-	GCF_902809815_00060	15.5	8.1		RefSeq:WP_174479952.1, SO:0001217, UniParc:UPI00157A8F7F, UniRef:UniRef100_UPI00157A8F7F, UniRef:UniRef50_UPI00157A8F7F, UniRef:UniRef90_UPI00157A8F7F
contig_1	49991	50179	-	GCF_902809815_00061	7.6	10.4		RefSeq:WP_174479953.1, SO:0001217, UniParc:UPI00157AEEEB, UniRef:UniRef100_UPI00157AEEEB, UniRef:UniRef50_UPI00157AEEEB, UniRef:UniRef90_UPI00157AEEEB
contig_1	54188	54397	-	GCF_902809815_00064	8.1	8.0		
contig_1	54397	54549	-	GCF_902809815_00065	5.9	9.7		RefSeq:WP_174479957.1, SO:0001217, UniParc:UPI00157B53DC, UniRef:UniRef100_UPI00157B53DC, UniRef:UniRef50_UPI00157A546B, UniRef:UniRef90_UPI00157B53DC
contig_1	54549	54827	-	GCF_902809815_00066	10.2	6.8		RefSeq:WP_174479958.1, SO:0001217, UniParc:UPI00157A7925, UniRef:UniRef100_UPI00157A7925, UniRef:UniRef50_UPI00157B2ECC, UniRef:UniRef90_UPI00157B2ECC
contig_1	55323	56096	-	GCF_902809815_00067	31.2	9.3		RefSeq:WP_174479959.1, SO:0001217, UniParc:UPI0013C82A05, UniRef:UniRef100_UPI0013C82A05, UniRef:UniRef50_UPI0013C991FD, UniRef:UniRef90_UPI0013C82A05
contig_1	56099	58879	-	GCF_902809815_00068	102.8	5.9	PF07494.17|Reg_prop	PFAM:PF07494.17, RefSeq:WP_174479960.1, SO:0001217, UniParc:UPI00157B21A1, UniRef:UniRef100_UPI00157B21A1, UniRef:UniRef50_UPI00157B21A1, UniRef:UniRef90_UPI00157B21A1
contig_1	58924	59247	-	GCF_902809815_00069	11.8	9.7		RefSeq:WP_174479961.1, SO:0001217, UniParc:UPI00157B4A41, UniRef:UniRef100_UPI00157B4A41, UniRef:UniRef50_UPI00157B4A41, UniRef:UniRef90_UPI00157B4A41
contig_1	59275	59826	-	GCF_902809815_00070	21.3	6.4		RefSeq:WP_174479962.1, SO:0001217, UniParc:UPI00157B7FF1, UniRef:UniRef100_UPI00157B7FF1, UniRef:UniRef50_UPI00157B7FF1, UniRef:UniRef90_UPI00157B7FF1
contig_1	59899	60189	-	GCF_902809815_00071	11.2	9.5		RefSeq:WP_174479963.1, SO:0001217, UniParc:UPI00157B4D83, UniRef:UniRef100_UPI00157B4D83, UniRef:UniRef50_A0A3S0URM1, UniRef:UniRef90_UPI00157B4D83
contig_1	62025	62468	-	GCF_902809815_00074	17.6	9.2		RefSeq:WP_174479966.1, SO:0001217, UniParc:UPI0013C633D7, UniRef:UniRef100_UPI0013C633D7, UniRef:UniRef50_UPI0013C633D7, UniRef:UniRef90_UPI0013C633D7
contig_1	62491	62637	-	GCF_902809815_00075	5.8	9.2		SO:0001217, UniRef:UniRef50_A0A2R6Y5Q6
contig_1	65031	65210	-	GCF_902809815_00077	6.8	4.9		RefSeq:WP_174479969.1, SO:0001217, UniParc:UPI0013C771FC, UniRef:UniRef100_UPI0013C771FC, UniRef:UniRef50_UPI00157B3725, UniRef:UniRef90_UPI0013C771FC
contig_1	66112	66327	-	GCF_902809815_00078	8.2	9.5		RefSeq:WP_174479970.1, SO:0001217, UniParc:UPI00157A98F9, UniRef:UniRef100_UPI00157A98F9, UniRef:UniRef50_UPI00157AAFAD, UniRef:UniRef90_UPI00157ACAA7
contig_1	66558	69284	-	GCF_902809815_00079	106.5	9.2	PF20080.4|ALTTAQ_rpt	PFAM:PF20080.4, RefSeq:WP_174479971.1, SO:0001217, UniParc:UPI0013CB1CCF, UniRef:UniRef100_UPI0013CB1CCF, UniRef:UniRef50_UPI0013CB1CCF, UniRef:UniRef90_UPI0013CB1CCF
contig_1	69392	69505	-	GCF_902809815_00080	4.6	8.0		
contig_1	71858	71980	-	GCF_902809815_00084	4.8	9.6		
contig_1	75003	75440	-	GCF_902809815_00088	16.7	9.5		
