# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	58	1410	+	GCF_003339775_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD1
contig_1	cds	1579	2697	+	GCF_003339775_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD2
contig_1	cds	2866	4785	+	GCF_003339775_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD3
contig_1	cds	4801	7263	+	GCF_003339775_00004	1457.0	0.0	1.0	0.995	0.941	UniRef:UniRef90_P34030
contig_1	cds	7266	8537	+	GCF_003339775_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD5
contig_1	ncRNA	8666	8756	+	GCF_003339775_00006	61.4	2.0e-10	-	-	-	RFAM:RF00169
contig_1	cds	8773	9216	+	GCF_003339775_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD6
contig_1	cds	9282	11324	+	GCF_003339775_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD7
contig_1	cds	11342	11602	+	GCF_003339775_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001FE861E0
contig_1	cds	11689	11922	+	GCF_003339775_00010	148.0	3.3e-45	1.0	0.837	0.987	UniRef:UniRef90_UPI001FE2D24A
contig_1	cds	11958	12602	+	GCF_003339775_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD8
contig_1	cds	12595	13431	+	GCF_003339775_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLD9
contig_1	cds	13433	14155	+	GCF_003339775_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE0
contig_1	cds	14165	15472	+	GCF_003339775_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE1
contig_1	cds	15546	17564	+	GCF_003339775_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE2
contig_1	cds	17652	18515	+	GCF_003339775_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE3
contig_1	cds	18644	19585	+	GCF_003339775_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE4
contig_1	cds	20047	20370	+	GCF_003339775_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE5
contig_1	cds	21102	21365	+	GCF_003339775_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE6
contig_1	cds	21365	21664	+	GCF_003339775_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE7
contig_1	cds	21648	21770	+	GCF_003339775_00021	64.3	4.5e-13	0.875	0.921	0.886	UniRef:UniRef90_Q14N50
contig_1	cds	21785	21883	+	GCF_003339775_00022	-	-	-	-	-	-
contig_1	cds	21929	22069	+	GCF_003339775_00023	85.1	4.7e-21	0.978	0.833	0.867	UniRef:UniRef90_UPI0032B24CAF
contig_1	cds	22024	22239	+	GCF_003339775_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE8
contig_1	cds	22214	22357	+	GCF_003339775_00025	-	-	-	-	-	-
contig_1	cds	22338	22583	+	GCF_003339775_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLE9
contig_1	cds	22595	23029	+	GCF_003339775_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF0
contig_1	cds	23047	23184	+	GCF_003339775_00028	64.7	3.9e-13	0.844	1.0	0.842	UniRef:UniRef90_W6AVN3
contig_1	cds	23416	24201	+	GCF_003339775_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF1
contig_1	cds	24629	24907	+	GCF_003339775_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF2
contig_1	cds	24870	25085	+	GCF_003339775_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF3
contig_1	cds	25179	25991	+	GCF_003339775_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF4
contig_1	cds	26138	26347	+	GCF_003339775_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF5
contig_1	cds	26369	26647	+	GCF_003339775_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF6
contig_1	cds	26660	27463	+	GCF_003339775_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF7
contig_1	cds	27322	27921	-	GCF_003339775_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345DLF8
