# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	185	1567	-	GCF_964035735_00001		Mbov_0401 family ICE element transposase-like protein	RefSeq:WP_342262811.1, SO:0001217, UniParc:UPI00313BB47C, UniRef:UniRef100_UPI00313BB47C, UniRef:UniRef50_A0A0K2JHZ9, UniRef:UniRef90_UPI00313BB47C
contig_1	cds	1926	4004	-	GCF_964035735_00002		VirD4-like conjugal transfer protein, CD1115 family	EC:7.4.2.8, KEGG:K03205, RefSeq:WP_342262812.1, SO:0001217, UniParc:UPI00313F2003, UniRef:UniRef100_UPI00313F2003, UniRef:UniRef50_A0A0K2JJ10, UniRef:UniRef90_A0A0K2JJ10
contig_1	cds	4009	5190	-	GCF_964035735_00003		Spiroplasmavirus-related protein	RefSeq:WP_342262813.1, SO:0001217, UniParc:UPI00313B864A, UniRef:UniRef100_UPI00313B864A, UniRef:UniRef50_A0A0K2JJB4, UniRef:UniRef90_A0A0K2JJB4
contig_1	cds	5316	5708	-	GCF_964035735_00004		Spiroplasmavirus-related protein	RefSeq:WP_342262814.1, SO:0001217, UniParc:UPI00313CA3EE, UniRef:UniRef100_UPI00313CA3EE, UniRef:UniRef50_A0A0K2JJC2, UniRef:UniRef90_UPI00313CA3EE
contig_1	cds	5726	6229	-	GCF_964035735_00005		ECF transporter S component	RefSeq:WP_342262815.1, SO:0001217, UniParc:UPI00313D67AA, UniRef:UniRef100_UPI00313D67AA, UniRef:UniRef50_A0A0K2JIZ0, UniRef:UniRef90_UPI00313D67AA
contig_1	cds	6233	6970	-	GCF_964035735_00006		DNA methyltransferase	RefSeq:WP_342262816.1, SO:0001217, UniParc:UPI00313D5057, UniRef:UniRef100_UPI00313D5057, UniRef:UniRef50_A0A1J0Z1E6, UniRef:UniRef90_UPI00313B359A
contig_1	cds	7118	9781	-	GCF_964035735_00007		Mbov_0397 family ICE element conjugal transfer ATPase	KEGG:K12063, RefSeq:WP_342262817.1, SO:0001217, UniParc:UPI00313E8B43, UniRef:UniRef100_UPI00313E8B43, UniRef:UniRef50_A0A0K2JIW3, UniRef:UniRef90_A0A0K2JIW3
contig_1	cds	9963	13400	-	GCF_964035735_00008		Mbov_0399 family ICE element protein	SO:0001217, UniRef:UniRef50_A0AAJ4EKL6, UniRef:UniRef90_UPI00313B37DB
contig_1	cds	13472	13666	-	GCF_964035735_00009		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3SYR7
contig_1	cds	13824	14051	-	GCF_964035735_00010		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JJB8, UniRef:UniRef90_UPI00313E2E47
contig_1	cds	14045	15031	-	GCF_964035735_00011		Spiroplasmavirus-related protein	RefSeq:WP_342262819.1, SO:0001217, UniParc:UPI00313E2615, UniRef:UniRef100_UPI00313E2615, UniRef:UniRef50_A0A0K2JJU4, UniRef:UniRef90_UPI00313C486A
contig_1	cds	15964	16779	-	GCF_964035735_00012		lipoprotein	SO:0001217, UniRef:UniRef50_UPI00313E78B0
contig_1	cds	17205	18053	-	GCF_964035735_00013		hypothetical protein	RefSeq:WP_342262821.1, SO:0001217, UniParc:UPI00313AB983, UniRef:UniRef100_UPI00313AB983, UniRef:UniRef50_A0AAJ4EIM2, UniRef:UniRef90_UPI00313AB983
contig_1	cds	18122	18385	-	GCF_964035735_00014		hypothetical protein	
contig_1	cds	18441	19865	-	GCF_964035735_00015		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2S8NUN9
contig_1	cds	19908	20198	-	GCF_964035735_00016		Mbov_0395 family pilin-like conjugal transfer protein	RefSeq:WP_342262823.1, SO:0001217, UniParc:UPI00313AC25E, UniRef:UniRef100_UPI00313AC25E, UniRef:UniRef50_A0A0K2JJU1, UniRef:UniRef90_UPI0030CF1988
contig_1	cds	20328	20519	-	GCF_964035735_00017		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4EIU0
contig_1	cds	20522	21781	-	GCF_964035735_00018		DNA (cytosine-5-)-methyltransferase	EC:2.1.1.37, KEGG:K00558, RefSeq:WP_342262825.1, SO:0001217, UniParc:UPI00313DBB7F, UniRef:UniRef100_UPI00313DBB7F, UniRef:UniRef50_A0A0K2JIY9, UniRef:UniRef90_UPI00313B924E
contig_1	cds	21785	22309	-	GCF_964035735_00019		Sugar-phospahte nucleotidyltransferase	RefSeq:WP_342262826.1, SO:0001217, UniParc:UPI00313E8EAB, UniRef:UniRef100_UPI00313E8EAB, UniRef:UniRef50_A0A2K8NYV5, UniRef:UniRef90_UPI00313C32D8
contig_1	cds	22331	22864	-	GCF_964035735_00020		Lipoprotein	RefSeq:WP_342262827.1, SO:0001217, UniParc:UPI00313D84A4, UniRef:UniRef100_UPI00313D84A4, UniRef:UniRef50_A0A0K2JJT6, UniRef:UniRef90_UPI00313D84A4
contig_1	cds	22891	23319	-	GCF_964035735_00021		Spiroplasmavirus-related protein	RefSeq:WP_342262828.1, SO:0001217, UniParc:UPI00313B8910, UniRef:UniRef100_UPI00313B8910, UniRef:UniRef50_A0A0K2JIU8, UniRef:UniRef90_UPI00313B8910
contig_1	cds	23579	23731	-	GCF_964035735_00022		Spiroplasmavirus-related protein	RefSeq:WP_342262484.1, SO:0001217, UniParc:UPI00313C973B, UniRef:UniRef100_UPI00313C973B, UniRef:UniRef50_A0A0K2JJT1, UniRef:UniRef90_A0A0K2JJT1
contig_1	cds	24039	24341	-	GCF_964035735_00023	repL	replication/maintenance protein RepL	RefSeq:WP_342262483.1, SO:0001217, UniParc:UPI00313AA1DA, UniRef:UniRef100_UPI00313AA1DA, UniRef:UniRef50_A0A0K2JH96, UniRef:UniRef90_UPI00313AA1DA
contig_1	cds	24656	24949	-	GCF_964035735_00024		hypothetical protein	
