# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1	1332	+	GCF_003363775_00001	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, SO:0001217, UniRef:UniRef50_W6A8C3, UniRef:UniRef90_W6A8C3
contig_1	cds	1467	2588	+	GCF_003363775_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_115557609.1, SO:0001217, UniParc:UPI000E1ED808, UniRef:UniRef100_A0A345Z249, UniRef:UniRef50_W6AI79, UniRef:UniRef90_A0A345Z249
contig_1	cds	2751	4652	+	GCF_003363775_00003	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, RefSeq:WP_115557610.1, SO:0001217, UniParc:UPI000E1E889C, UniRef:UniRef100_A0A345Z250, UniRef:UniRef50_P0DG04, UniRef:UniRef90_W6A949
contig_1	cds	4686	7121	+	GCF_003363775_00004	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_115557611.1, SO:0001217, UniParc:UPI000E1E30FD, UniRef:UniRef100_A0A345Z251, UniRef:UniRef50_S5MDC2, UniRef:UniRef90_A0A345Z251
contig_1	cds	7134	8393	+	GCF_003363775_00005	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_115557612.1, SO:0001217, UniParc:UPI000E1EF6CB, UniRef:UniRef100_A0A345Z252, UniRef:UniRef50_Q6MUG5, UniRef:UniRef90_A0A345Z252
contig_1	ncRNA	8555	8651	+	GCF_003363775_00006	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	8659	9132	+	GCF_003363775_00007		tRNA(adenine(34)) deaminase	RefSeq:WP_115557613.1, SO:0001217, UniParc:UPI000E1E5FCD, UniRef:UniRef100_A0A345Z253, UniRef:UniRef50_W6A8C7, UniRef:UniRef90_A0A345Z253
contig_1	cds	9119	10948	+	GCF_003363775_00008	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_115557614.1, SO:0001217, UniParc:UPI000E1F640C, UniRef:UniRef100_A0A345Z254, UniRef:UniRef50_W6AI84, UniRef:UniRef90_A0A345Z254
contig_1	cds	10959	11546	+	GCF_003363775_00009	recR	recombination mediator RecR	GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_162807908.1, SO:0001217, UniParc:UPI000E29519B, UniRef:UniRef100_A0A345Z255, UniRef:UniRef50_W6A953, UniRef:UniRef90_A0A345Z255
contig_1	cds	11550	12188	+	GCF_003363775_00010	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, KEGG:K00943, RefSeq:WP_115557616.1, SO:0001217, UniParc:UPI000E1F1161, UniRef:UniRef100_A0A345Z256, UniRef:UniRef50_W6A8X9, UniRef:UniRef90_A0A345Z256
