#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3463	3837	+	GCF_964031275_00004	14.8	9.3		RefSeq:WP_342273213.1, SO:0001217, UniParc:UPI00313AE3BE, UniRef:UniRef100_UPI00313AE3BE, UniRef:UniRef50_UPI0030D2A452, UniRef:UniRef90_UPI0030D2A452
contig_1	26205	28439	+	GCF_964031275_00022	90.3	6.0		RefSeq:WP_342273225.1, SO:0001217, UniParc:UPI00313C1093, UniRef:UniRef100_UPI00313C1093, UniRef:UniRef50_UPI0013C7699F, UniRef:UniRef90_UPI0013C7699F
contig_1	31412	32224	+	GCF_964031275_00026	31.1	5.8		RefSeq:WP_342273227.1, SO:0001217, UniParc:UPI00313BA9B7, UniRef:UniRef100_UPI00313BA9B7, UniRef:UniRef50_UPI00157A984A, UniRef:UniRef90_UPI00157A984A
contig_1	37661	37780	-	GCF_964031275_00033	4.4	4.7		
contig_1	40133	40687	-	GCF_964031275_00036	22.3	9.6		RefSeq:WP_338961609.1, SO:0001217, UniParc:UPI0030D0F9E0, UniRef:UniRef100_UPI00313F066A, UniRef:UniRef50_UPI00313F066A, UniRef:UniRef90_UPI00313F066A
contig_1	41735	41950	+	GCF_964031275_00038	8.5	5.0		SO:0001217, UniRef:UniRef50_UPI00157A56D4, UniRef:UniRef90_UPI00157A56D4
contig_1	42192	42605	+	GCF_964031275_00039	16.9	9.6		RefSeq:WP_342273235.1, SO:0001217, UniParc:UPI00313A7943, UniRef:UniRef100_UPI00313A7943, UniRef:UniRef50_UPI00157A949C, UniRef:UniRef50_UPI0030D4F226, UniRef:UniRef90_UPI00157A949C, UniRef:UniRef90_UPI0030D4F226
contig_1	42800	44545	+	GCF_964031275_00040	67.4	8.2		RefSeq:WP_342273236.1, SO:0001217, UniParc:UPI00313B14CF, UniRef:UniRef100_UPI00313B14CF, UniRef:UniRef50_UPI00157B5795, UniRef:UniRef90_UPI00157B5795
contig_1	44568	44759	+	GCF_964031275_00041	7.1	6.5		RefSeq:WP_342273237.1, SO:0001217, UniParc:UPI00313DB584, UniRef:UniRef100_UPI00313DB584, UniRef:UniRef50_UPI00313DB584, UniRef:UniRef90_UPI00313DB584
contig_1	45536	46867	+	GCF_964031275_00043	50.3	6.7		RefSeq:WP_342273238.1, SO:0001217, UniParc:UPI00313B5514, UniRef:UniRef100_UPI00313B5514, UniRef:UniRef50_UPI0013CB472B, UniRef:UniRef90_UPI0013CB472B
contig_1	46940	48037	+	GCF_964031275_00044	41.3	5.6		RefSeq:WP_342273239.1, SO:0001217, UniParc:UPI00313E113E, UniRef:UniRef100_UPI00313E113E, UniRef:UniRef50_UPI00157BAA3E, UniRef:UniRef90_UPI00157BAA3E
contig_1	50979	51359	+	GCF_964031275_00050	13.8	9.5		RefSeq:WP_339042014.1, SO:0001217, UniParc:UPI0030D498DE, UniRef:UniRef100_UPI0030D498DE, UniRef:UniRef50_UPI002491CA8B, UniRef:UniRef90_UPI002491CA8B
contig_1	51379	51744	+	GCF_964031275_00051	14.3	8.6		RefSeq:WP_342273244.1, SO:0001217, UniParc:UPI00313A7B24, UniRef:UniRef100_UPI00313A7B24, UniRef:UniRef50_UPI00157B9A37, UniRef:UniRef90_UPI00157B9A37
contig_1	53029	53514	+	GCF_964031275_00053	19.3	9.8		
contig_1	54632	54964	+	GCF_964031275_00056	12.6	7.9		RefSeq:WP_342273246.1, SO:0001217, UniParc:UPI00313EE144, UniRef:UniRef100_UPI00313EE144, UniRef:UniRef50_UPI00313EE144, UniRef:UniRef90_UPI00313EE144
contig_1	57490	58128	+	GCF_964031275_00059	22.6	5.1		RefSeq:WP_342273248.1, SO:0001217, UniParc:UPI00313BEEC1, UniRef:UniRef100_UPI00313BEEC1, UniRef:UniRef50_UPI00207982A3, UniRef:UniRef90_UPI00207982A3
contig_1	69794	70414	+	GCF_964031275_00071	24.3	9.2		RefSeq:WP_342273252.1, SO:0001217, UniParc:UPI00313C85AD, UniRef:UniRef100_UPI00313C85AD, UniRef:UniRef50_UPI0030D49F58, UniRef:UniRef90_UPI0030D49F58
contig_1	72702	73340	-	GCF_964031275_00074	24.7	5.4		RefSeq:WP_342273254.1, SO:0001217, UniParc:UPI00313B4A4C, UniRef:UniRef100_UPI00313B4A4C, UniRef:UniRef50_UPI002577C3B6, UniRef:UniRef90_UPI002577C3B6
contig_1	73545	74042	-	GCF_964031275_00075	18.5	6.3	PF00185.30|OTCace	PFAM:PF00185.30, RefSeq:WP_342273255.1, SO:0001217, UniParc:UPI00313AA0ED, UniRef:UniRef100_UPI00313AA0ED, UniRef:UniRef50_UPI00313AA0ED, UniRef:UniRef90_UPI00313AA0ED
contig_1	77902	78195	-	GCF_964031275_00079	11.4	6.1		RefSeq:WP_342273259.1, SO:0001217, UniParc:UPI00313CD6CE, UniRef:UniRef100_UPI00313CD6CE, UniRef:UniRef50_UPI00157AB4B0, UniRef:UniRef90_UPI00157AB4B0
contig_1	81654	82793	-	GCF_964031275_00083	42.9	9.3		RefSeq:WP_342273261.1, SO:0001217, UniParc:UPI00313BB30B, UniRef:UniRef100_UPI00313BB30B, UniRef:UniRef50_UPI00313E5601, UniRef:UniRef90_UPI00313E5601
contig_1	82961	83212	-	GCF_964031275_00084	10.0	6.6		RefSeq:WP_342273262.1, SO:0001217, UniParc:UPI00313D1952, UniRef:UniRef100_UPI0030CB90E0, UniRef:UniRef50_UPI0030CB90E0, UniRef:UniRef50_UPI00313ECA94, UniRef:UniRef90_UPI0030CB90E0, UniRef:UniRef90_UPI00313ECA94
contig_1	83242	83706	-	GCF_964031275_00085	18.1	9.5		RefSeq:WP_342273263.1, SO:0001217, UniParc:UPI00313F262C, UniRef:UniRef100_UPI00313F262C, UniRef:UniRef50_UPI00313F262C, UniRef:UniRef90_UPI00313F262C
contig_1	84594	84689	-	GCF_964031275_00088	3.7	7.9		
contig_1	87163	87318	-	GCF_964031275_00092	6.0	6.2		RefSeq:WP_342273265.1, SO:0001217, UniParc:UPI00313B6956, UniRef:UniRef100_UPI00313B6956, UniRef:UniRef50_UPI00313B6956, UniRef:UniRef90_UPI00313B6956
contig_1	87438	87563	-	GCF_964031275_00093	4.7	9.5		SO:0001217, UniRef:UniRef50_UPI00313D8E5D, UniRef:UniRef90_UPI00313D8E5D
contig_1	87884	88084	+	GCF_964031275_00094	8.0	10.1		RefSeq:WP_342273267.1, SO:0001217, UniParc:UPI00313B4D36, UniRef:UniRef100_UPI00313B4D36, UniRef:UniRef50_UPI0030D0159E, UniRef:UniRef90_UPI0030D0159E
contig_1	88392	88790	+	GCF_964031275_00095	15.4	5.0		RefSeq:WP_338974616.1, SO:0001217, UniParc:UPI0030CAB669, UniRef:UniRef100_UPI0030CAB669, UniRef:UniRef50_UPI00157A4844, UniRef:UniRef90_UPI0030CAB669
contig_1	93843	94004	+	GCF_964031275_00100	6.2	4.9		RefSeq:WP_252319474.1, SO:0001217, UniParc:UPI001DE3A18D, UniRef:UniRef100_UPI001DE3A18D, UniRef:UniRef50_UPI00157A833D, UniRef:UniRef90_UPI00157A833D
contig_1	94128	94385	+	GCF_964031275_00101	10.1	9.3		RefSeq:WP_281748997.1, SO:0001217, UniParc:UPI001DC0DE5B, UniRef:UniRef100_UPI001DC0DE5B, UniRef:UniRef50_UPI001E417E52, UniRef:UniRef90_UPI001E417E52
contig_1	94574	94996	+	GCF_964031275_00102	16.6	8.3		RefSeq:WP_342273271.1, SO:0001217, UniParc:UPI00313B6095, UniRef:UniRef100_UPI00313B6095, UniRef:UniRef50_UPI00157B1210, UniRef:UniRef90_UPI00157B1210
contig_1	96700	97218	-	GCF_964031275_00104	19.5	6.3	PF13570.12|PQQ_3	PFAM:PF13570.12, RefSeq:WP_342273272.1, SO:0001217, UniParc:UPI00313BF6C5, UniRef:UniRef100_UPI00313BF6C5, UniRef:UniRef50_UPI00313C50E5, UniRef:UniRef90_UPI00313BF6C5
contig_1	98058	98345	-	GCF_964031275_00107	10.3	8.0		RefSeq:WP_342273274.1, SO:0001217, UniParc:UPI00313B5EC2, UniRef:UniRef100_UPI00313B5EC2, UniRef:UniRef50_UPI00313B5EC2, UniRef:UniRef90_UPI00313B5EC2
contig_1	99740	100108	+	GCF_964031275_00110	13.6	9.2		RefSeq:WP_342273275.1, SO:0001217, UniParc:UPI00313BB6F2, UniRef:UniRef100_UPI00313BB6F2, UniRef:UniRef50_UPI00313B6C1A, UniRef:UniRef90_UPI0030D3F5AB
contig_1	102871	103212	+	GCF_964031275_00115	13.2	9.7		RefSeq:WP_338974598.1, SO:0001217, UniParc:UPI00279EA053, UniRef:UniRef100_UPI00279EA053, UniRef:UniRef50_UPI00313A8CA6, UniRef:UniRef90_UPI0033416DDF
contig_1	107010	107513	-	GCF_964031275_00123	19.1	5.7		RefSeq:WP_342273279.1, SO:0001217, UniParc:UPI00313BCA6B, UniRef:UniRef100_UPI00313BCA6B, UniRef:UniRef50_UPI0030D2FCB8, UniRef:UniRef90_UPI0030D2FCB8
contig_1	107637	107903	-	GCF_964031275_00124	10.4	5.8		RefSeq:WP_342273280.1, SO:0001217, UniParc:UPI00313E4F04, UniRef:UniRef100_UPI0030CBCDED, UniRef:UniRef50_UPI0020798292, UniRef:UniRef50_UPI0030CBCDED, UniRef:UniRef90_UPI0030CB8C11, UniRef:UniRef90_UPI0030CBCDED
contig_1	108125	109201	-	GCF_964031275_00125	40.5	6.1		RefSeq:WP_342273281.1, SO:0001217, UniParc:UPI00313C4FE2, UniRef:UniRef100_UPI00313C4FE2, UniRef:UniRef50_UPI00157B37FB, UniRef:UniRef90_UPI00157B37FB
contig_1	110843	111301	-	GCF_964031275_00127	17.5	5.0		RefSeq:WP_342273283.1, SO:0001217, UniParc:UPI00313AD757, UniRef:UniRef100_UPI00313AD757, UniRef:UniRef50_UPI00313CD867, UniRef:UniRef90_UPI00313AD757
contig_1	120751	121329	-	GCF_964031275_00137	22.2	9.5		SO:0001217, UniRef:UniRef50_UPI00157B5E26, UniRef:UniRef90_UPI00157B5E26
contig_1	123565	123840	-	GCF_964031275_00141	10.9	9.8		RefSeq:WP_342273289.1, SO:0001217, UniParc:UPI00313BDC00, UniRef:UniRef100_UPI00313BDC00, UniRef:UniRef50_UPI00313BDC00, UniRef:UniRef90_UPI00313BDC00
contig_1	124124	124285	-	GCF_964031275_00142	6.3	5.1		RefSeq:WP_338974573.1, SO:0001217, UniParc:UPI0030CD6AD8, UniRef:UniRef100_UPI0030CA86E1, UniRef:UniRef50_UPI00313E849D, UniRef:UniRef90_UPI0030CA86E1
