#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	134	277	-	GCF_000565195_00001	5.5	9.7		RefSeq:WP_156028604.1, SO:0001217, UniParc:UPI0003ECA4AD, UniRef:UniRef100_W6AK41, UniRef:UniRef50_W6AK41, UniRef:UniRef90_W6AK41
contig_1	19329	19463	+	GCF_000565195_00017	4.7	6.8	PF01112.23|Asparaginase_2	PFAM:PF01112.23, SO:0001217, UniParc:UPI0003EC6B1B, UniRef:UniRef100_W6AJQ4, UniRef:UniRef50_W6AJQ4, UniRef:UniRef90_W6AJQ4
contig_1	19494	19640	+	GCF_000565195_00018	5.3	6.5		RefSeq:WP_201773793.1, SO:0001217, UniParc:UPI0003EC8EF4, UniRef:UniRef100_W6AJB1, UniRef:UniRef50_W6AJB1, UniRef:UniRef90_W6AJB1
contig_1	20725	21000	+	GCF_000565195_00021	10.5	4.7		RefSeq:WP_025316860.1, SO:0001217, UniParc:UPI0003EC7504, UniRef:UniRef100_W6AK60, UniRef:UniRef50_W6AK60, UniRef:UniRef90_W6AK60
contig_1	22839	22940	+	GCF_000565195_00024	3.7	10.5		
contig_1	23051	23347	+	GCF_000565195_00025	11.2	6.7		RefSeq:WP_025316864.1, SO:0001217, UniParc:UPI0003DFC51F, UniRef:UniRef100_W0GPN2, UniRef:UniRef50_W0GPN2, UniRef:UniRef90_W0GPN2
contig_1	23622	23840	+	GCF_000565195_00026	8.7	4.1		RefSeq:WP_025316865.1, SO:0001217, UniParc:UPI0003DFD7F7, UniRef:UniRef100_W0GK04, UniRef:UniRef50_W0GK04, UniRef:UniRef90_W0GK04
contig_1	25130	25930	+	GCF_000565195_00028	31.9	9.4		RefSeq:WP_025316867.1, SO:0001217, UniParc:UPI0003ECA411, UniRef:UniRef100_W6AJB9, UniRef:UniRef50_W6AJB9, UniRef:UniRef90_W6AJB9
contig_1	35196	35357	+	GCF_000565195_00038	6.1	5.5		
contig_1	36793	36939	+	GCF_000565195_00041	5.3	9.3		
contig_1	37548	37835	+	GCF_000565195_00043	10.9	5.2		RefSeq:WP_025316878.1, SO:0001217, UniParc:UPI0003DFB9FC, UniRef:UniRef100_W0GPG9, UniRef:UniRef50_W0GPG9, UniRef:UniRef90_W0GPG9
contig_1	37884	38069	+	GCF_000565195_00044	7.1	9.3		RefSeq:WP_148552262.1, SO:0001217, UniParc:UPI0004B09612, UniRef:UniRef100_UPI0004B09612, UniRef:UniRef50_W0GJT1, UniRef:UniRef90_W0GJT1
contig_1	38518	38910	+	GCF_000565195_00045	15.5	9.2		SO:0001217, UniRef:UniRef50_W0GPP3, UniRef:UniRef90_W0GPP3
contig_1	42957	43106	+	GCF_000565195_00051	5.4	6.7		
contig_1	43916	44104	+	GCF_000565195_00053	7.6	7.8		RefSeq:WP_025316883.1, SO:0001217, UniParc:UPI0003EC9EAF, UniRef:UniRef100_W6AJU0, UniRef:UniRef50_W6AJU0, UniRef:UniRef90_W6AJU0
contig_1	44119	44250	+	GCF_000565195_00054	4.9	10.0		RefSeq:WP_269078598.1, SO:0001217, UniParc:UPI0003DFC057, UniRef:UniRef100_W0GN84, UniRef:UniRef50_W0GN84, UniRef:UniRef90_W0GN84
contig_1	48603	48971	+	GCF_000565195_00059	14.6	8.9		RefSeq:WP_025316888.1, SO:0001217, UniParc:UPI0003DFFD72, UniRef:UniRef100_W0GN90, UniRef:UniRef50_W0GN90, UniRef:UniRef90_W0GN90
contig_1	60626	60781	+	GCF_000565195_00067	5.7	8.6		RefSeq:WP_169728169.1, SO:0001217, UniParc:UPI0003EC8B38, UniRef:UniRef100_W6AJV4, UniRef:UniRef50_W6AIS1, UniRef:UniRef90_W6AJV4
contig_1	79059	79382	+	GCF_000565195_00080	12.7	9.6		RefSeq:WP_025316906.1, SO:0001217, UniParc:UPI0003E00970, UniRef:UniRef100_W0GK48, UniRef:UniRef50_W0GK48, UniRef:UniRef90_W0GK48
contig_1	86620	86832	+	GCF_000565195_00089	8.4	9.5		
contig_1	87220	87420	+	GCF_000565195_00091	7.9	9.9		RefSeq:WP_025316913.1, SO:0001217, UniParc:UPI0003EC6CF4, UniRef:UniRef100_W6AUV9, UniRef:UniRef50_W6AUV9, UniRef:UniRef90_W6AUV9
contig_1	87390	87770	+	GCF_000565195_00092	14.1	9.2		RefSeq:WP_025316914.1, SO:0001217, UniParc:UPI0003EC7302, UniRef:UniRef100_W6AL96, UniRef:UniRef50_W6AL96, UniRef:UniRef90_W6AL96
