# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	939	1406	-	GCA_022712415_0001		Small ribosomal subunit protein uS7	SO:0001217, UniRef:UniRef50_P21469
contig_1	cds	1444	1863	-	GCA_022712415_0002	rpsL	30S ribosomal protein S12	GO:0003735, GO:0006412, GO:0015935, KEGG:K02950, SO:0001217, UniRef:UniRef50_P66375, UniRef:UniRef90_UPI00313C8776
contig_1	cds	1992	2906	-	GCA_022712415_0003		hypothetical protein	
contig_1	cds	2896	3990	-	GCA_022712415_0004		hypothetical protein	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	cds	4000	4893	-	GCA_022712415_0005		hypothetical protein	
contig_1	cds	4895	5815	-	GCA_022712415_0006		hypothetical protein	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	cds	5854	6621	-	GCA_022712415_0007		hypothetical protein	
contig_1	cds	6693	7841	+	GCA_022712415_0008		hypothetical protein	
contig_1	cds	7869	8063	-	GCA_022712415_0009		hypothetical protein	
contig_1	cds	8128	9750	-	GCA_022712415_0010		hypothetical protein	
contig_1	cds	9743	10504	-	GCA_022712415_0011		Antibiotic transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_R4UCE6
contig_1	cds	10703	12316	-	GCA_022712415_0012		hypothetical protein	
contig_1	cds	12306	12641	-	GCA_022712415_0013		hypothetical protein	
contig_2	cds	22	1575	+	GCA_022712415_0014		hypothetical protein	PFAM:PF22619.2
contig_2	cds	1584	2414	+	GCA_022712415_0015		hypothetical protein	PFAM:PF01149.29, PFAM:PF06827.20, PFAM:PF06831.19
contig_2	cds	2567	3808	+	GCA_022712415_0016		hypothetical protein	
contig_3	ncRNA-region	270	347	+			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_3	cds	355	825	+	GCA_022712415_0017		hypothetical protein	
contig_3	cds	828	1133	+	GCA_022712415_0018		Ribosomal processing cysteine protease Prp	SO:0001217, UniRef:UniRef50_A0A0L1IHX8
contig_3	cds	1135	1428	+	GCA_022712415_0019	rpmA	50S ribosomal protein L27	GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02899, SO:0001217, UniRef:UniRef50_Q8EPP8, UniRef:UniRef90_W6A6W9
contig_3	cds	1504	2382	+	GCA_022712415_0020		hypothetical protein	PFAM:PF00226.36
contig_3	cds	2385	3470	+	GCA_022712415_0021		hypothetical protein	
contig_3	cds	3493	4845	+	GCA_022712415_0022	pepV	Dipeptidase PepV	SO:0001217, UniRef:UniRef50_W6A6J8
contig_3	cds	5002	5481	+	GCA_022712415_0023		hypothetical protein	
contig_4	cds	20	793	+	GCA_022712415_0024		hypothetical protein	
contig_4	cds	802	1716	+	GCA_022712415_0025		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_S5LWZ5
contig_5	cds	659	829	+	GCA_022712415_0026		hypothetical protein	
contig_5	cds	1308	1574	-	GCA_022712415_0027		hypothetical protein	
contig_5	cds	1574	1996	-	GCA_022712415_0028		hypothetical protein	
contig_5	cds	2177	3136	-	GCA_022712415_0029		L-lactate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A858AR74
contig_5	cds	3267	4805	-	GCA_022712415_0030		Fibril protein	SO:0001217, UniRef:UniRef50_P27711
contig_5	cds	5040	5399	-	GCA_022712415_0031		hypothetical protein	PFAM:PF03479.20
contig_5	cds	5402	7090	-	GCA_022712415_0032		Two-component regulator system yiem receptor component protein	SO:0001217, UniRef:UniRef50_S5M1V3
contig_5	cds	7106	8605	-	GCA_022712415_0033		MoxR-like ATPase	SO:0001217, UniRef:UniRef50_A0A345Z3D6
contig_5	cds	8656	9177	-	GCA_022712415_0034		hypothetical protein	PFAM:PF00271.37
contig_6	cds	274	738	+	GCA_022712415_0035		Ribosomal RNA large subunit methyltransferase H	SO:0001217, UniRef:UniRef50_A0A2K8NXG0
contig_6	cds	796	1755	+	GCA_022712415_0036		Ribosome biogenesis GTPase A	SO:0001217, UniRef:UniRef50_S5LZF5
contig_6	cds	1749	2372	+	GCA_022712415_0037		Ribonuclease HII	SO:0001217, UniRef:UniRef50_Q6MTH8
contig_6	cds	2374	4056	+	GCA_022712415_0038		Phosphoglucomutase or phosphomannomutase	SO:0001217, UniRef:UniRef50_Q6MSE6
contig_6	cds	4165	4470	+	GCA_022712415_0039		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A4P7AJ30
contig_6	cds	4472	5218	+	GCA_022712415_0040		hypothetical protein	
contig_6	cds	5403	7373	+	GCA_022712415_0041		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_V5RI05
contig_6	cds	7420	8730	+	GCA_022712415_0042		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO 2	SO:0001217, UniRef:UniRef50_Q6F0T3
contig_6	cds	8745	10325	+	GCA_022712415_0043		hypothetical protein	
contig_6	tRNA	10380	10456	+	GCA_022712415_0044	trnR	tRNA-Arg(tct)	SO:0001036
contig_6	cds	10573	11133	+	GCA_022712415_0045		hypothetical protein	
contig_6	cds	11271	12089	+	GCA_022712415_0046		hypothetical protein	
contig_7	cds	12	1229	+	GCA_022712415_0047		hypothetical protein	
contig_7	cds	1323	2336	-	GCA_022712415_0048		Glyceraldehyde-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P47543
contig_7	cds	2453	2746	-	GCA_022712415_0049		hypothetical protein	
contig_8	cds	45	608	+	GCA_022712415_0050		hypothetical protein	PFAM:PF01330.27, PFAM:PF14520.12
contig_8	cds	598	1548	+	GCA_022712415_0051	ruvB	Holliday junction branch migration complex subunit RuvB	SO:0001217, UniRef:UniRef50_Q6F144
contig_8	cds	1607	2011	+	GCA_022712415_0052		hypothetical protein	
contig_8	cds	2250	3023	+	GCA_022712415_0053		hypothetical protein	PFAM:PF00455.28
contig_8	cds	3122	4288	+	GCA_022712415_0054		Tagatose-6-phosphate ketose/aldose isomerase	SO:0001217, UniRef:UniRef50_W6A9W3
contig_9	cds	150	455	+	GCA_022712415_0055		hypothetical protein	
contig_9	cds	533	1546	-	GCA_022712415_0056		Tryptophan--tRNA ligase	SO:0001217, UniRef:UniRef50_Q6F1S4
contig_9	cds	1627	2430	+	GCA_022712415_0057		hypothetical protein	
contig_9	cds	2441	2737	-	GCA_022712415_0058		Rhodanese domain-containing protein	SO:0001217, UniRef:UniRef50_W6AKG4
contig_9	cds	2866	4575	+	GCA_022712415_0059		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_E4PTS7
contig_9	cds	4597	6603	+	GCA_022712415_0060		hypothetical protein	PFAM:PF00324.27
contig_9	cds	6710	9664	+	GCA_022712415_0061		hypothetical protein	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
contig_9	cds	9723	11486	+	GCA_022712415_0062		UvrABC system protein C	SO:0001217, UniRef:UniRef50_S5MAX4
contig_9	cds	11550	12017	+	GCA_022712415_0063	greA	Transcription elongation factor GreA	SO:0001217, UniRef:UniRef50_Q6F215
contig_10	cds	698	991	-	GCA_022712415_0064		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	SO:0001217, UniRef:UniRef50_A0A0M4K0M9
contig_10	cds	984	2990	-	GCA_022712415_0065		DNA ligase	SO:0001217, UniRef:UniRef50_Q14L37
contig_10	cds	3000	4580	-	GCA_022712415_0066		hypothetical protein	
contig_10	cds	4732	5331	+	GCA_022712415_0067		hypothetical protein	
contig_10	cds	5392	7311	-	GCA_022712415_0068		hypothetical protein	
contig_10	cds	7346	8236	-	GCA_022712415_0069		Uncharacterized RNA pseudouridine synthase MCAP_0714	SO:0001217, UniRef:UniRef50_P45614
contig_10	cds	8245	9267	-	GCA_022712415_0070		hypothetical protein	
contig_10	cds	9337	9813	-	GCA_022712415_0071		PTS system glucose-specific EIIA component	SO:0001217, UniRef:UniRef50_P45618
contig_11	cds	63	3851	+	GCA_022712415_0072		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_Q6F0L7
contig_11	cds	3874	7623	+	GCA_022712415_0073		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_Q6F0L8
contig_11	cds	7730	8176	+	GCA_022712415_0074		Hypothetical laca/rpib family transmembrane protein	SO:0001217, UniRef:UniRef50_Q14PX8
contig_11	cds	8176	8799	+	GCA_022712415_0075		Uracil phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q8RG35
contig_11	cds	8854	9411	+	GCA_022712415_0076		hypothetical protein	
contig_12	cds	9	752	+	GCA_022712415_0077		hypothetical protein	
contig_12	cds	888	2135	+	GCA_022712415_0078		Zinc metalloprotease	SO:0001217, UniRef:UniRef50_V5RJB8
contig_12	cds	2155	6639	+	GCA_022712415_0079		DNA polymerase III PolC-type	SO:0001217, UniRef:UniRef50_A0A0K1P6M7
contig_12	cds	6650	7150	+	GCA_022712415_0080		nicotinamidase	SO:0001217, UniRef:UniRef50_S5M1Q2
contig_13	cds	298	576	-	GCA_022712415_0081		hypothetical protein	PFAM:PF22025.1
contig_13	cds	586	2340	-	GCA_022712415_0082		hypothetical protein	
contig_14	cds	8	2041	+	GCA_022712415_0083		hypothetical protein	PFAM:PF00005.33
contig_14	cds	2025	4397	+	GCA_022712415_0084		hypothetical protein	PFAM:PF00496.27
contig_15	cds	195	377	+	GCA_022712415_0085		hypothetical protein	
contig_15	cds	395	673	+	GCA_022712415_0086		hypothetical protein	
contig_15	cds	687	1739	+	GCA_022712415_0087		hypothetical protein	
contig_15	cds	1832	3550	+	GCA_022712415_0088		hypothetical protein	
contig_15	cds	3572	4201	+	GCA_022712415_0089		hypothetical protein	PFAM:PF01121.26
contig_15	cds	4241	5200	-	GCA_022712415_0090		hypothetical protein	
contig_15	cds	5477	6154	-	GCA_022712415_0091		hypothetical protein	
contig_15	cds	6161	6319	-	GCA_022712415_0092		hypothetical protein	
contig_16	cds	309	1157	-	GCA_022712415_0093		hypothetical protein	
contig_16	cds	1135	4092	-	GCA_022712415_0094		hypothetical protein	PFAM:PF21910.2
contig_16	cds	4094	4987	-	GCA_022712415_0095		hypothetical protein	
contig_16	cds	4971	5651	-	GCA_022712415_0096		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_S5LZT2
contig_16	cds	5644	6792	-	GCA_022712415_0097		hypothetical protein	
contig_17	cds	185	655	+	GCA_022712415_0098		hypothetical protein	
contig_17	cds	841	1104	+	GCA_022712415_0099		hypothetical protein	
contig_17	cds	1131	2729	+	GCA_022712415_0100		hypothetical protein	
contig_17	cds	2818	3546	+	GCA_022712415_0101		hypothetical protein	
contig_17	cds	3690	5837	+	GCA_022712415_0102	clpB	ATP-dependent Clp protease, ATPase subunit ClpB	SO:0001217, UniRef:UniRef50_V5RI22
