# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	939	1406	-	GCA_022712415_0001	267.0	6.6e-90	1.0	1.0	0.845	UniRef:UniRef90_S5LXG6
contig_1	cds	1444	1863	-	GCA_022712415_0002	253.0	6.2e-85	0.993	0.993	0.935	UniRef:UniRef90_UPI00313C8776
contig_1	cds	1992	2906	-	GCA_022712415_0003	-	-	-	-	-	-
contig_1	cds	2896	3990	-	GCA_022712415_0004	-	-	-	-	-	-
contig_1	cds	4000	4893	-	GCA_022712415_0005	-	-	-	-	-	-
contig_1	cds	4895	5815	-	GCA_022712415_0006	-	-	-	-	-	-
contig_1	cds	5854	6621	-	GCA_022712415_0007	-	-	-	-	-	-
contig_1	cds	6693	7841	+	GCA_022712415_0008	-	-	-	-	-	-
contig_1	cds	7869	8063	-	GCA_022712415_0009	-	-	-	-	-	-
contig_1	cds	8128	9750	-	GCA_022712415_0010	-	-	-	-	-	-
contig_1	cds	9743	10504	-	GCA_022712415_0011	283.0	3.3e-93	0.980	0.984	0.581	UniRef:UniRef90_A0A345Z4L0
contig_1	cds	10703	12316	-	GCA_022712415_0012	-	-	-	-	-	-
contig_1	cds	12306	12641	-	GCA_022712415_0013	-	-	-	-	-	-
contig_2	cds	22	1575	+	GCA_022712415_0014	-	-	-	-	-	-
contig_2	cds	1584	2414	+	GCA_022712415_0015	-	-	-	-	-	-
contig_2	cds	2567	3808	+	GCA_022712415_0016	-	-	-	-	-	-
contig_3	ncRNA-region	270	347	+	-	39.9	1.3e-05	-	-	-	RFAM:RF00559
contig_3	cds	355	825	+	GCA_022712415_0017	-	-	-	-	-	-
contig_3	cds	828	1133	+	GCA_022712415_0018	92.0	2.9e-22	1.010	0.990	0.510	UniRef:UniRef90_A0A6I6C8C4
contig_3	cds	1135	1428	+	GCA_022712415_0019	171.0	6.1e-54	0.990	0.990	0.906	UniRef:UniRef90_W6A6W9
contig_3	cds	1504	2382	+	GCA_022712415_0020	-	-	-	-	-	-
contig_3	cds	2385	3470	+	GCA_022712415_0021	-	-	-	-	-	-
contig_3	cds	3493	4845	+	GCA_022712415_0022	606.0	2.9e-214	0.998	0.996	0.637	UniRef:UniRef90_A0A2K8KNP0
contig_3	cds	5002	5481	+	GCA_022712415_0023	-	-	-	-	-	-
contig_4	cds	20	793	+	GCA_022712415_0024	-	-	-	-	-	-
contig_4	cds	802	1716	+	GCA_022712415_0025	364.0	1.1e-123	0.993	1.0	0.616	UniRef:UniRef90_S5LXW4
contig_5	cds	659	829	+	GCA_022712415_0026	-	-	-	-	-	-
contig_5	cds	1308	1574	-	GCA_022712415_0027	-	-	-	-	-	-
contig_5	cds	1574	1996	-	GCA_022712415_0028	-	-	-	-	-	-
contig_5	cds	2177	3136	-	GCA_022712415_0029	445.0	4.1e-155	1.0	1.003	0.724	UniRef:UniRef90_A0A858AR74
contig_5	cds	3267	4805	-	GCA_022712415_0030	850.0	0.0	0.996	0.996	0.806	UniRef:UniRef90_W6A7I5
contig_5	cds	5040	5399	-	GCA_022712415_0031	-	-	-	-	-	-
contig_5	cds	5402	7090	-	GCA_022712415_0032	785.0	2.7e-281	0.899	0.910	0.772	UniRef:UniRef90_S5M1V3
contig_5	cds	7106	8605	-	GCA_022712415_0033	683.0	2.1e-242	0.998	0.917	0.681	UniRef:UniRef90_A0A1B3SK82
contig_5	cds	8656	9177	-	GCA_022712415_0034	-	-	-	-	-	-
contig_6	cds	274	738	+	GCA_022712415_0035	147.0	1.3e-42	1.006	1.0	0.529	UniRef:UniRef90_A0A2S5RDP3
contig_6	cds	796	1755	+	GCA_022712415_0036	432.0	4.2e-150	0.991	0.997	0.671	UniRef:UniRef90_W6A735
contig_6	cds	1749	2372	+	GCA_022712415_0037	242.0	1.7e-78	0.995	0.990	0.626	UniRef:UniRef90_A0A2K8P2T3
contig_6	cds	2374	4056	+	GCA_022712415_0038	859.0	0.0	0.996	1.0	0.729	UniRef:UniRef90_W6A6R0
contig_6	cds	4165	4470	+	GCA_022712415_0039	118.0	8.8e-33	1.0	1.0	0.535	UniRef:UniRef90_A0A858ASU2
contig_6	cds	4472	5218	+	GCA_022712415_0040	-	-	-	-	-	-
contig_6	cds	5403	7373	+	GCA_022712415_0041	741.0	5.6e-261	0.959	0.956	0.618	UniRef:UniRef90_W6A992
contig_6	cds	7420	8730	+	GCA_022712415_0042	562.0	2.3e-197	1.0	0.995	0.665	UniRef:UniRef90_S5MJ48
contig_6	cds	8745	10325	+	GCA_022712415_0043	-	-	-	-	-	-
contig_6	tRNA	10380	10456	+	GCA_022712415_0044	78.6	-	-	-	-	-
contig_6	cds	10573	11133	+	GCA_022712415_0045	-	-	-	-	-	-
contig_6	cds	11271	12089	+	GCA_022712415_0046	-	-	-	-	-	-
contig_7	cds	12	1229	+	GCA_022712415_0047	-	-	-	-	-	-
contig_7	cds	1323	2336	-	GCA_022712415_0048	527.0	9.0e-187	1.0	1.0	0.780	UniRef:UniRef90_UPI0030CE08C1
contig_7	cds	2453	2746	-	GCA_022712415_0049	-	-	-	-	-	-
contig_8	cds	45	608	+	GCA_022712415_0050	-	-	-	-	-	-
contig_8	cds	598	1548	+	GCA_022712415_0051	352.0	2.9e-118	0.968	0.968	0.588	UniRef:UniRef90_A0A1B3SKV7
contig_8	cds	1607	2011	+	GCA_022712415_0052	-	-	-	-	-	-
contig_8	cds	2250	3023	+	GCA_022712415_0053	-	-	-	-	-	-
contig_8	cds	3122	4288	+	GCA_022712415_0054	380.0	3.4e-127	0.997	1.010	0.540	UniRef:UniRef90_UPI0030CB7679
contig_9	cds	150	455	+	GCA_022712415_0055	-	-	-	-	-	-
contig_9	cds	533	1546	-	GCA_022712415_0056	484.0	5.0e-170	1.0	1.0	0.680	UniRef:UniRef90_W6A6I0
contig_9	cds	1627	2430	+	GCA_022712415_0057	-	-	-	-	-	-
contig_9	cds	2441	2737	-	GCA_022712415_0058	122.0	3.1e-34	0.980	0.970	0.615	UniRef:UniRef90_A0A345Z4G3
contig_9	cds	2866	4575	+	GCA_022712415_0059	709.0	5.5e-251	0.986	0.982	0.604	UniRef:UniRef90_A0A0M3SJ52
contig_9	cds	4597	6603	+	GCA_022712415_0060	-	-	-	-	-	-
contig_9	cds	6710	9664	+	GCA_022712415_0061	-	-	-	-	-	-
contig_9	cds	9723	11486	+	GCA_022712415_0062	619.0	3.5e-215	1.007	0.998	0.545	UniRef:UniRef90_V5RHF3
contig_9	cds	11550	12017	+	GCA_022712415_0063	199.0	4.4e-63	1.0	0.994	0.690	UniRef:UniRef90_Q6F215
contig_10	cds	698	991	-	GCA_022712415_0064	101.0	4.6e-26	0.979	0.990	0.537	UniRef:UniRef90_A0A5B9Y322
contig_10	cds	984	2990	-	GCA_022712415_0065	800.0	4.6e-284	0.984	0.989	0.613	UniRef:UniRef90_UPI0030CAF673
contig_10	cds	3000	4580	-	GCA_022712415_0066	-	-	-	-	-	-
contig_10	cds	4732	5331	+	GCA_022712415_0067	-	-	-	-	-	-
contig_10	cds	5392	7311	-	GCA_022712415_0068	-	-	-	-	-	-
contig_10	cds	7346	8236	-	GCA_022712415_0069	279.0	3.3e-90	0.980	0.976	0.510	UniRef:UniRef90_A0A6I6C704
contig_10	cds	8245	9267	-	GCA_022712415_0070	-	-	-	-	-	-
contig_10	cds	9337	9813	-	GCA_022712415_0071	252.0	7.3e-84	1.0	1.0	0.791	UniRef:UniRef90_A0A4P7AGW1
contig_11	cds	63	3851	+	GCA_022712415_0072	1954.0	0.0	0.975	0.959	0.794	UniRef:UniRef90_W6A620
contig_11	cds	3874	7623	+	GCA_022712415_0073	1930.0	0.0	0.997	0.997	0.789	UniRef:UniRef90_S5MIL5
contig_11	cds	7730	8176	+	GCA_022712415_0074	174.0	1.3e-53	0.939	0.959	0.626	UniRef:UniRef90_UPI0004E281EA
contig_11	cds	8176	8799	+	GCA_022712415_0075	325.0	3.1e-111	0.966	0.966	0.790	UniRef:UniRef90_UPI0030CF697B
contig_11	cds	8854	9411	+	GCA_022712415_0076	-	-	-	-	-	-
contig_12	cds	9	752	+	GCA_022712415_0077	-	-	-	-	-	-
contig_12	cds	888	2135	+	GCA_022712415_0078	382.0	5.0e-127	1.041	1.007	0.516	UniRef:UniRef90_A0A1B3SL19
contig_12	cds	2155	6639	+	GCA_022712415_0079	1887.0	0.0	1.005	1.013	0.628	UniRef:UniRef90_A0A2K9LUV8
contig_12	cds	6650	7150	+	GCA_022712415_0080	174.0	1.0e-52	0.976	0.970	0.506	UniRef:UniRef90_UPI00313EC306
contig_13	cds	298	576	-	GCA_022712415_0081	-	-	-	-	-	-
contig_13	cds	586	2340	-	GCA_022712415_0082	-	-	-	-	-	-
contig_14	cds	8	2041	+	GCA_022712415_0083	-	-	-	-	-	-
contig_14	cds	2025	4397	+	GCA_022712415_0084	-	-	-	-	-	-
contig_15	cds	195	377	+	GCA_022712415_0085	-	-	-	-	-	-
contig_15	cds	395	673	+	GCA_022712415_0086	-	-	-	-	-	-
contig_15	cds	687	1739	+	GCA_022712415_0087	-	-	-	-	-	-
contig_15	cds	1832	3550	+	GCA_022712415_0088	-	-	-	-	-	-
contig_15	cds	3572	4201	+	GCA_022712415_0089	-	-	-	-	-	-
contig_15	cds	4241	5200	-	GCA_022712415_0090	-	-	-	-	-	-
contig_15	cds	5477	6154	-	GCA_022712415_0091	-	-	-	-	-	-
contig_15	cds	6161	6319	-	GCA_022712415_0092	-	-	-	-	-	-
contig_16	cds	309	1157	-	GCA_022712415_0093	-	-	-	-	-	-
contig_16	cds	1135	4092	-	GCA_022712415_0094	-	-	-	-	-	-
contig_16	cds	4094	4987	-	GCA_022712415_0095	-	-	-	-	-	-
contig_16	cds	4971	5651	-	GCA_022712415_0096	272.0	1.6e-89	1.0	0.966	0.588	UniRef:UniRef90_UPI00054DCCA1
contig_16	cds	5644	6792	-	GCA_022712415_0097	-	-	-	-	-	-
contig_17	cds	185	655	+	GCA_022712415_0098	-	-	-	-	-	-
contig_17	cds	841	1104	+	GCA_022712415_0099	-	-	-	-	-	-
contig_17	cds	1131	2729	+	GCA_022712415_0100	-	-	-	-	-	-
contig_17	cds	2818	3546	+	GCA_022712415_0101	-	-	-	-	-	-
