# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1346	+	GCF_964031085_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, KEGG:K02313, SO:0001217, UniRef:UniRef50_A0A846U523, UniRef:UniRef90_UPI0030CD3377
contig_1	cds	1511	2635	+	GCF_964031085_00002	dnaN	DNA polymerase III subunit beta	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_342224049.1, SO:0001217, UniParc:UPI00313CBB49, UniRef:UniRef100_UPI00313CBB49, UniRef:UniRef50_UPI00313CBB49, UniRef:UniRef90_UPI00313CBB49
contig_1	cds	2852	3658	+	GCF_964031085_00003		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A432SD84, UniRef:UniRef90_UPI00313B4088
contig_1	cds	3712	4056	+	GCF_964031085_00004		transposase family protein	RefSeq:WP_342224055.1, SO:0001217, UniParc:UPI00313B2FC0, UniRef:UniRef100_UPI00313E9CF1, UniRef:UniRef50_A0A3S0SKZ0, UniRef:UniRef90_UPI00313E492C
contig_1	cds	4163	4657	+	GCF_964031085_00005		transposase family protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_UPI00313C76A3
contig_1	cds	4922	5968	+	GCF_964031085_00006		toprim domain-containing protein	SO:0001217, UniRef:UniRef50_A0A645BEB1, UniRef:UniRef90_UPI00313B4EA6
contig_1	cds	5982	8420	+	GCF_964031085_00007	gyrA	DNA gyrase subunit A	EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_342224056.1, SO:0001217, UniParc:UPI00313D51B3, UniRef:UniRef100_UPI00313D51B3, UniRef:UniRef50_A0A847AZB8, UniRef:UniRef90_UPI00313AB768
contig_1	cds	8454	9734	+	GCF_964031085_00008	serS	serine--tRNA ligase	EC:6.1.1.11, GO:0000166, GO:0004828, GO:0005524, GO:0006434, KEGG:K01875, RefSeq:WP_342224057.1, SO:0001217, UniParc:UPI00313EC421, UniRef:UniRef100_UPI00313EC421, UniRef:UniRef50_Q8DR22, UniRef:UniRef90_UPI0035C8CC63
contig_1	cds	9868	10209	+	GCF_964031085_00009		transposase family protein	RefSeq:WP_342223613.1, SO:0001217, UniParc:UPI00313C827F, UniRef:UniRef100_UPI00313C827F, UniRef:UniRef50_A0A3S0SKZ0, UniRef:UniRef90_UPI00313E492C
contig_1	cds	10351	11301	-	GCF_964031085_00010		IS30 family transposase	GO:0004803, RefSeq:WP_342223478.1, SO:0001217, UniParc:UPI00313D55F7, UniRef:UniRef100_UPI00313E6C49, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	11691	12641	-	GCF_964031085_00011		IS30 family transposase	GO:0004803, RefSeq:WP_342223478.1, SO:0001217, UniParc:UPI00313D55F7, UniRef:UniRef100_UPI00313E6C49, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	13150	13476	+	GCF_964031085_00012		hypothetical protein	RefSeq:WP_342224058.1, SO:0001217, UniParc:UPI00313B4D9E, UniRef:UniRef100_UPI00313B4D9E, UniRef:UniRef50_UPI0030D36ECA, UniRef:UniRef90_UPI0030D156D0
contig_1	cds	13479	13700	+	GCF_964031085_00013		hypothetical protein	RefSeq:WP_342224059.1, SO:0001217, UniParc:UPI00313DFC0D, UniRef:UniRef100_UPI00313DFC0D, UniRef:UniRef50_UPI00313BE2D5, UniRef:UniRef90_UPI0035C93D98
contig_1	cds	13700	13861	+	GCF_964031085_00014		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D5D253, UniRef:UniRef90_UPI0030D5D253
contig_1	cds	13865	14095	+	GCF_964031085_00015		hypothetical protein	RefSeq:WP_342224060.1, SO:0001217, UniParc:UPI00313E3DBB, UniRef:UniRef100_UPI00313E3DBB, UniRef:UniRef50_UPI001C03D506, UniRef:UniRef90_UPI001C0410F2
contig_1	cds	14262	14507	+	GCF_964031085_00016		hypothetical protein	RefSeq:WP_342224061.1, SO:0001217, UniParc:UPI00313D30F3, UniRef:UniRef100_UPI00313D30F3, UniRef:UniRef50_UPI00313C2C0E, UniRef:UniRef90_UPI00313C2C0E
contig_1	cds	14532	15518	+	GCF_964031085_00017		hypothetical protein	RefSeq:WP_342224062.1, SO:0001217, UniParc:UPI00313EF6AB, UniRef:UniRef100_UPI00313EF6AB, UniRef:UniRef50_UPI00313B0455, UniRef:UniRef90_UPI00313B0455
contig_1	cds	15522	15806	+	GCF_964031085_00018		hypothetical protein	RefSeq:WP_342224063.1, SO:0001217, UniParc:UPI00313C9EE9, UniRef:UniRef100_UPI00313C9EE9, UniRef:UniRef50_UPI00313F2357, UniRef:UniRef90_UPI00313E0CEF
contig_1	cds	15809	16057	+	GCF_964031085_00019		hypothetical protein	RefSeq:WP_342224064.1, SO:0001217, UniParc:UPI00313B4575, UniRef:UniRef100_UPI00313B4575, UniRef:UniRef50_UPI001C04C107, UniRef:UniRef90_UPI0035C8B18B
contig_1	cds	16080	16208	+	GCF_964031085_00020		hypothetical protein	
contig_1	cds	16540	16848	+	GCF_964031085_00021		transposase	RefSeq:WP_342224066.1, SO:0001217, UniParc:UPI00313BD91E, UniRef:UniRef100_UPI00313BD91E, UniRef:UniRef50_UPI00313BD91E, UniRef:UniRef90_UPI00313BD91E
contig_1	cds	17785	18111	+	GCF_964031085_00022		(pseudo) hypothetical protein	RefSeq:WP_338966755.1, SO:0001217, UniParc:UPI0030CC4E83, UniRef:UniRef100_UPI0030CC4E83, UniRef:UniRef50_UPI0030D36ECA, UniRef:UniRef90_UPI0030D36ECA
contig_1	cds	18114	18335	+	GCF_964031085_00023		hypothetical protein	RefSeq:WP_338967872.1, SO:0001217, UniParc:UPI0030CAA5A7, UniRef:UniRef100_UPI0030CAA5A7, UniRef:UniRef50_UPI00313BE2D5, UniRef:UniRef90_UPI0030CAE452
contig_1	cds	18335	18496	+	GCF_964031085_00024		hypothetical protein	RefSeq:WP_338982040.1, SO:0001217, UniParc:UPI0030D3DD54, UniRef:UniRef100_UPI0030D3DD54, UniRef:UniRef50_UPI0030D5D253, UniRef:UniRef90_UPI0030D5D253
contig_1	cds	18500	18730	+	GCF_964031085_00025		hypothetical protein	RefSeq:WP_338966754.1, SO:0001217, UniParc:UPI0030CEE78A, UniRef:UniRef100_UPI0030CEE78A, UniRef:UniRef50_UPI0030CDDDE1, UniRef:UniRef90_UPI0030CDDDE1
contig_1	cds	18779	19024	+	GCF_964031085_00026		hypothetical protein	RefSeq:WP_338966752.1, SO:0001217, UniParc:UPI0030D4CBBD, UniRef:UniRef100_UPI0030D4CBBD, UniRef:UniRef50_UPI00313C2C0E, UniRef:UniRef90_UPI00313C2C0E
contig_1	cds	19049	20032	+	GCF_964031085_00027		hypothetical protein	RefSeq:WP_342224067.1, SO:0001217, UniParc:UPI00313CA632, UniRef:UniRef100_UPI00313CA632, UniRef:UniRef50_UPI00313B0455, UniRef:UniRef90_UPI00313B0455
contig_1	cds	20039	20323	+	GCF_964031085_00028		hypothetical protein	RefSeq:WP_342223871.1, SO:0001217, UniParc:UPI00313C1A3A, UniRef:UniRef100_UPI00313C1A3A, UniRef:UniRef50_UPI00313F2357, UniRef:UniRef90_UPI00313E0CEF
contig_1	cds	20326	20574	+	GCF_964031085_00029		hypothetical protein	RefSeq:WP_215826579.1, SO:0001217, UniParc:UPI001C054315, UniRef:UniRef100_UPI00313F0CF3, UniRef:UniRef50_UPI00313D1F8B, UniRef:UniRef90_UPI00313F0CF3
contig_1	cds	20596	20988	+	GCF_964031085_00030		hypothetical protein	RefSeq:WP_342224068.1, SO:0001217, UniParc:UPI00313AA528, UniRef:UniRef100_UPI00313AA528, UniRef:UniRef50_UPI00313B1B2B, UniRef:UniRef90_UPI0035C8FAE0
