# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	87	263	+	GCF_964019595_00001	114.0	3.0e-32	1.0	1.0	0.983	UniRef:UniRef90_UPI0013319CF8
contig_1	cds	256	1716	+	GCF_964019595_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5E95C
contig_1	cds	1716	1994	+	GCF_964019595_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC1D6C
contig_1	cds	1987	3378	+	GCF_964019595_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D1268F
contig_1	cds	3382	4905	+	GCF_964019595_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CF4AD1
contig_1	cds	4915	5304	+	GCF_964019595_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D201FD
contig_1	cds	5283	6617	+	GCF_964019595_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CAB530
contig_1	cds	6654	7175	-	GCF_964019595_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CCD82B
contig_1	cds	7274	8038	-	GCF_964019595_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D4EB7C
contig_1	cds	8057	8512	-	GCF_964019595_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D2866E
contig_1	cds	8825	9286	+	GCF_964019595_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D570A7
contig_1	cds	9302	10666	+	GCF_964019595_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5D4F5
contig_1	cds	10673	11611	+	GCF_964019595_00013	580.0	1.3e-208	1.003	1.0	0.933	UniRef:UniRef90_A0A2P6FFU2
contig_1	cds	11601	12782	+	GCF_964019595_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D3BB23
contig_1	cds	12799	13425	+	GCF_964019595_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D6134E
contig_1	cds	13544	13837	+	GCF_964019595_00016	122.0	2.9e-34	0.990	0.881	0.927	UniRef:UniRef90_A0A432ZUT3
contig_1	cds	13856	14065	-	GCF_964019595_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CBD59A
contig_1	cds	14058	14282	-	GCF_964019595_00018	144.0	8.1e-44	0.986	0.986	0.959	UniRef:UniRef90_A0A0C2EJF9
contig_1	cds	14251	14748	-	GCF_964019595_00019	340.0	1.7e-118	1.006	0.982	0.982	UniRef:UniRef90_A0A2P6F8J1
contig_1	cds	14742	15665	-	GCF_964019595_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CB5D81
contig_1	cds	15667	16368	-	GCF_964019595_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CF0A13
contig_1	cds	16371	16508	-	GCF_964019595_00022	89.7	5.4e-23	1.0	1.0	0.933	UniRef:UniRef90_A0A977TP57
contig_1	cds	16510	16731	-	GCF_964019595_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CA9586
contig_1	cds	17239	17475	-	GCF_964019595_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CFFD93
contig_1	cds	17733	18716	-	GCF_964019595_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D0D64F
contig_1	cds	18982	19944	+	GCF_964019595_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D27052
contig_1	cds	20188	20586	+	GCF_964019595_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D3C7EB
contig_1	cds	20579	22039	+	GCF_964019595_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5E95C
contig_1	cds	22039	22317	+	GCF_964019595_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CC1D6C
contig_1	cds	22310	23701	+	GCF_964019595_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D1268F
contig_1	cds	23705	25228	+	GCF_964019595_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CF4AD1
contig_1	cds	25238	25627	+	GCF_964019595_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D201FD
contig_1	cds	25606	26940	+	GCF_964019595_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CAB530
contig_1	cds	26977	27498	-	GCF_964019595_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030CCD82B
contig_1	cds	27597	28361	-	GCF_964019595_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D4EB7C
contig_1	cds	28380	28835	-	GCF_964019595_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D2866E
contig_1	cds	29148	29609	+	GCF_964019595_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D570A7
contig_1	cds	29625	30989	+	GCF_964019595_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0030D5D4F5
contig_1	cds	30996	31934	+	GCF_964019595_00039	580.0	1.3e-208	1.003	1.0	0.933	UniRef:UniRef90_A0A2P6FFU2
